id,name,country,region,wmo,icao,latitude,longitude,elevation,timezone,hourly_start,hourly_end,daily_start,daily_end,monthly_start,monthly_end,distance
47185,Cheju Upper / Radar,KR,,47185,,33.2833,126.1667,72.0,Asia/Seoul,,,1954-07-30,1955-05-31,1954-01-01,1955-01-01,9264295.925459236
DAAF0,Aoulef,DZ,TAM,,DAAF,26.9667,1.0833,309.0,Africa/Algiers,1949-02-10,2005-05-29,,,,,9264912.20233957
37009,Dzugba,RU,KDA,37009,,44.3333,38.7167,25.0,Europe/Volgograd,,,1959-01-01,1996-06-29,1969-01-01,1991-01-01,9265327.235684983
34949,Stavropol,RU,STA,34949,URMT,45.1167,42.0833,0.0,Europe/Volgograd,1959-01-01,2024-09-22,1959-01-02,2023-12-30,1966-01-01,2022-01-01,9266199.009079259
47187,Mosulpo Ab,KR,CJ,47187,RKPM,33.2,126.2667,27.0,Asia/Seoul,1954-07-29,2024-09-22,1954-07-30,2021-07-27,1954-01-01,1970-01-01,9266751.532741696
51156,Hoboksar,CN,XJ,51156,,46.7833,85.7167,1294.0,Asia/Urumqi,,,1953-01-01,2024-09-19,1953-01-01,2022-01-01,9267342.13088574
54618,Potou,CN,HB,54618,,38.0833,116.55,0.0,Asia/Shanghai,,,1996-01-01,2024-09-19,1996-01-01,2022-01-01,9269681.974301334
86768,Nhumirim / Campo Dora,BR,MS,86768,,-18.9889,-56.6231,104.0,America/Campo_Grande,2016-07-04,2024-07-30,2016-07-07,2020-01-15,,,9269842.086285638
37021,Majkop,RU,AD,37021,URKM,44.6167,40.0833,0.0,Europe/Volgograd,1961-10-05,2024-09-11,1936-01-01,2024-05-17,1936-01-01,2021-01-01,9270688.785181126
35683,Kzyl-Tau,RU,KAR,35683,,47.85,72.0833,810.0,Asia/Qyzylorda,,,1947-10-12,1991-12-31,1948-01-01,1991-01-01,9271266.632838506
85460,Chanaral,CL,AT,85460,SCRA,-26.3167,-70.6167,30.0,America/Santiago,1963-01-01,2002-10-18,,,,,9274733.714740641
82882,Paulistana,BR,PI,82882,,-8.1333,-41.15,374.0,America/Fortaleza,,,1913-02-01,1996-09-09,1913-01-01,1983-01-01,9275072.317385456
81950,Paulistana,BR,PI,81950,,-8.1325,-41.1428,374.0,America/Fortaleza,2012-01-11,2024-07-26,2016-07-30,2020-03-24,,,9275498.10647915
16650,Limnos Airport,GR,LI,16650,LGLM,39.9167,25.2333,5.0,Europe/Athens,1977-02-17,2024-09-22,1987-02-07,2022-04-25,2020-01-01,2022-01-01,9275505.729018228
81834,Mossoro / Oiticica,BR,RN,81834,,-5.0817,-37.3686,36.0,America/Fortaleza,2016-07-30,2024-07-26,2016-07-31,2020-03-28,2019-01-01,2019-01-01,9275935.60122695
35663,Karsakpaj,RU,KAR,35663,,47.8333,66.75,508.0,Asia/Qyzylorda,,,1926-02-01,1994-07-19,1926-01-01,1994-01-01,9276728.480460402
LGSK0,Skiathos Island / Skíathos,GR,LI,,LGSK,39.1833,23.5,15.0,Europe/Athens,1991-08-27,2024-09-21,1993-10-19,1993-11-08,,,9278886.757692028
35671,Zhezkazgan,KZ,KAR,35671,UAKD,47.8,67.7167,345.0,Asia/Qyzylorda,1948-01-02,2024-09-22,1948-03-15,2024-09-04,1959-01-01,2022-01-01,9281602.864748463
54725,Huimin,CN,SD,54725,,37.5,117.5333,12.0,Asia/Shanghai,,,1951-01-01,2024-09-19,1951-01-01,2022-01-01,9283068.965478042
34964,Arzgir,RU,STA,34964,,45.4,44.2,0.0,Europe/Volgograd,,,1936-01-01,2024-01-11,1936-01-01,1996-01-01,9283363.155342441
36639,Urdzhar,KZ,VOS,36639,,47.1167,81.6167,501.0,Asia/Almaty,1953-02-16,2024-09-12,1953-03-06,2024-09-18,1969-01-01,2022-01-01,9284420.771544607
47836,Yakushima,JP,KS,47836,RJFC,30.3833,130.6667,36.0,Asia/Tokyo,1952-12-31,2024-09-18,1952-12-31,2024-09-17,1953-01-01,2022-01-01,9284536.398083504
91636,Nui,TV,,91636,,-7.2333,177.15,1.0,Pacific/Funafuti,1973-01-02,2024-08-01,,,,,9284873.808218315
37017,Gornyij,RU,KDA,37017,,44.2833,39.2667,324.0,Europe/Volgograd,,,1959-07-01,1996-06-30,1959-01-01,1996-01-01,9284952.078619834
61630,Matam,SN,SL,61630,GOSM,15.65,-13.25,15.0,Africa/Dakar,1949-04-23,2024-09-22,1973-01-07,2024-09-19,1964-01-01,2021-01-01,9285634.353412274
82591,Mocoro / 17 Rosado,BR,RN,82591,SBMS,-5.2,-37.3667,23.0,America/Fortaleza,1973-01-01,2024-09-22,,,,,9286196.475483352
35721,Zambike,RU,ATY,35721,,47.0333,55.1333,45.0,Asia/Aqtobe,,,1957-03-07,1991-12-31,1957-01-01,1991-01-01,9287604.363472175
81835,Apodi / Barra (2),BR,RN,81835,,-5.6272,-37.8319,150.0,America/Fortaleza,2016-07-31,2024-06-02,2016-08-01,2021-07-15,,,9289972.077070635
54843,Weifang,CN,SD,54843,,36.7,119.0833,51.0,Asia/Shanghai,,,1951-01-01,2024-09-19,1951-01-01,2022-01-01,9290212.35510342
54857,Qingdao,CN,SD,54857,ZSQD,36.0667,120.3333,77.0,Asia/Shanghai,1956-08-20,2024-09-22,1956-08-20,2024-09-19,1956-01-01,2022-01-01,9292724.497267954
16687,Araxos Airport,GR,LI,16687,LGRX,38.15,21.4167,11.0,Europe/Athens,1942-01-01,2024-09-22,1997-05-24,2022-04-25,2020-01-01,2022-01-01,9293109.586433245
91741,Lufi-lufi,WS,AS,91741,,46.0,48.0,0.0,Europe/Astrakhan,2012-05-01,2022-10-18,2015-03-12,2017-11-23,,,9293926.576830707
82590,Apodi,BR,RN,82590,,-5.65,-37.8,0.0,America/Fortaleza,,,1911-01-01,1972-06-30,1911-01-01,1972-01-01,9294174.522209978
83235,Taguatinga,BR,TO,83235,,-12.4,-46.4333,604.0,America/Araguaina,1989-09-01,2024-07-27,1995-02-28,1996-08-26,1986-01-01,2021-01-01,9295101.42168411
16689,Patrai,GR,LI,16689,,38.25,21.7333,1.0,Europe/Athens,,,,,,,9296835.613625238
86033,Bahia Negra,PY,AG,86033,,-20.2167,-58.1667,92.0,America/Asuncion,,,1972-01-01,2024-12-27,1955-01-01,2020-01-01,9298200.26563183
35715,Kulsary,RU,ATY,35715,,46.8,53.9167,18.0,Asia/Aqtau,,,1968-01-01,1991-12-31,1968-01-01,1991-01-01,9298249.96948999
17112,Canakkale,TR,CKL,17112,LTBH,40.1333,26.4,3.0,Europe/Istanbul,1963-01-01,2024-09-22,1963-01-05,2024-09-03,1949-01-01,2021-01-01,9298839.73372127
37018,Tuapse,RU,KDA,37018,,44.1,39.0667,41.0,Europe/Volgograd,,,1936-01-01,2024-09-04,1936-01-01,2019-01-01,9299009.154314874
34958,Blagodarnyj,RU,STA,34958,,45.1,43.45,0.0,Europe/Volgograd,,,1936-01-01,2024-09-15,1936-01-01,2021-01-01,9299046.246599086
81910,Ouricuri / Sítio Tanque,BR,PE,81910,,-7.54,-40.03,464.0,America/Recife,2016-07-04,2024-07-26,2016-07-07,2021-08-16,,,9301011.66177184
34887,Liman,RU,AST,34887,,45.8,47.2167,0.0,Europe/Samara,,,1936-01-01,2024-03-27,1936-01-01,2021-01-01,9301089.539414195
35699,Bektauata,KZ,KAR,35699,,47.45,74.8167,620.0,Asia/Almaty,1953-02-17,2024-09-12,1939-01-01,2024-01-21,1939-01-01,2021-01-01,9304260.15546234
17060,Istanbul / Ataturk,TR,IST,17060,LTBA,40.9667,28.8167,48.0,Europe/Istanbul,1945-06-13,2024-09-22,1945-08-01,2022-04-25,1945-01-01,2022-01-01,9304385.84599983
36619,Zuz-Agac / Zhuz-Agach,KZ,VOS,36619,,47.0833,79.7167,422.0,Asia/Almaty,1960-05-29,2024-09-12,1966-01-01,1991-12-31,1966-01-01,1991-01-01,9307998.38512057
60780,El Borma,TN,TA,60780,DTTR,31.6833,9.1667,258.0,Africa/Tunis,1949-02-09,2024-09-22,2020-05-11,2021-06-10,,,9308165.393554721
61697,Cap-Skirring,SN,ZI,61697,GOGS,12.4,-16.75,16.0,Africa/Dakar,1977-11-01,2024-09-22,1977-11-01,2024-09-19,1980-01-01,2022-01-01,9308238.747317903
16719,Zakinthos / Agrilia,GR,LI,16719,LGZA,37.75,20.8833,3.0,Europe/Athens,1991-09-02,2024-09-22,2009-09-15,2024-09-14,1982-01-01,2021-01-01,9309018.955222566
16682,Andravida Airport,GR,LI,16682,LGAD,37.9167,21.2833,10.0,Europe/Athens,1965-04-24,2024-09-22,1973-02-16,2022-04-25,2020-01-01,2022-01-01,9310059.684432542
35687,Koktas,RU,KAR,35687,,47.5167,70.9,471.0,Asia/Qyzylorda,,,1966-01-01,1991-12-31,1966-01-01,1991-01-01,9311237.688309098
ZWTC0,Qaxa / Tacheng,CN,XJ,,ZWTC,46.6725,83.3408,597.0,Asia/Urumqi,2020-04-09,2020-04-09,,,,,9312377.851305239
86651,Luis Eduardo Magalhaes / Bananal,BR,BA,86651,,-12.15,-45.8167,754.0,America/Bahia,2016-07-04,2020-10-01,2016-07-07,2020-09-29,,,9313296.559918666
17062,Istanbul / Goztepe,TR,IST,17062,,40.9667,29.0833,33.0,Europe/Istanbul,,,1929-01-01,2007-05-09,1929-01-01,2013-01-01,9313871.97849619
37036,Nevinnomyssk,RU,STA,37036,,44.6333,41.9667,333.0,Europe/Volgograd,,,1948-03-15,2024-06-16,1961-01-01,2021-01-01,9314787.224290496
LTBX0,Istanbul / Sar?gazi,TR,IST,,LTBX,40.993,29.2165,122.0,Europe/Istanbul,2011-12-12,2024-08-16,,,,,9315938.793542497
60775,Remada,TN,TA,60775,DTTD,32.3167,10.4,300.0,Africa/Tunis,1949-01-08,2024-09-22,2015-07-04,2022-04-25,,,9316245.529251065
36736,Bahty / Baqty,KZ,VOS,36736,,46.65,82.75,441.0,Asia/Urumqi,1948-01-01,2024-09-12,1894-12-01,2021-03-10,1894-01-01,2021-01-01,9322290.944008734
DAUI0,In-Salah / Sahela Foukania,DZ,TAM,,DAUI,27.25,2.5167,269.0,Africa/Algiers,2020-01-14,2024-09-22,2020-01-16,2022-04-25,,,9326541.595022442
86689,Itapaci,BR,GO,86689,,-14.9803,-49.5394,522.0,America/Sao_Paulo,2016-07-04,2024-07-29,2016-07-07,2022-02-28,2021-01-01,2021-01-01,9327020.173822891
53231,Hails,CN,NM,53231,,41.45,106.3833,1510.0,Asia/Chongqing,,,1961-08-13,2024-09-19,1961-01-01,2022-01-01,9327461.453845514
60630,In Salah,DZ,TAM,60630,,27.2,2.4667,293.0,Africa/Algiers,,,1965-09-13,2008-12-31,1966-01-01,2021-01-01,9327961.218631303
LTFJ0,Istanbul / Kurtköy,TR,KOC,,LTFJ,40.9,29.3,98.0,Europe/Istanbul,2003-11-18,2024-09-22,2005-01-07,2022-04-25,2008-01-01,2022-01-01,9328271.154579509
61695,Ziguinchor,SN,ZI,61695,GOGG,12.55,-16.2667,26.0,Africa/Dakar,1949-04-02,2024-09-22,1973-01-01,2024-09-19,1950-01-01,2021-01-01,9330417.004649008
82753,Ouricuri,BR,PE,82753,,-7.9,-40.05,460.0,America/Fortaleza,,,1912-05-01,1983-12-31,1912-01-01,1983-01-01,9330757.578406904
82594,Macau,BR,RN,82594,,-5.1167,-36.6333,6.0,America/Fortaleza,,,1914-01-01,2013-07-11,1914-01-01,1970-01-01,9330980.32521247
86609,Buritirama,BR,BA,86609,,-10.7231,-43.6511,502.0,America/Bahia,2016-07-04,2024-06-28,2016-07-06,2020-04-02,,,9331201.836855553
82784,Barbalha,BR,CE,82784,,-7.3167,-39.3,409.0,America/Fortaleza,1974-06-11,2021-07-25,1962-01-01,2013-04-30,1962-01-01,2021-01-01,9332438.828055106
61498,Kiffa,MR,AS,61498,GQNF,16.6333,-11.4,115.0,Africa/Bamako,1957-01-08,2023-07-26,1953-06-08,2018-01-03,1953-01-01,2017-01-01,9332554.718771825
81911,Barbalha / Sítio Breijão,BR,CE,81911,,-7.3006,-39.2706,409.0,America/Fortaleza,2016-07-04,2024-02-16,2016-07-07,2021-03-29,2018-01-01,2018-01-01,9333097.015859716
86068,Mariscal Estigarribia,PY,BO,86068,SGME,-22.0167,-60.6,172.0,America/Asuncion,1949-03-15,2024-09-22,1972-01-01,2024-12-10,1955-01-01,2021-01-01,9336887.152219445
87046,Jujuy Aerodrome,AR,Y,87046,SASJ,-24.3833,-65.0833,921.0,America/Argentina/Jujuy,1973-01-01,2024-09-22,1973-01-01,2024-12-29,1971-01-01,2022-01-01,9337554.362511402
35742,Saksaulski / Sekse?il,KZ,KZY,35742,,47.0833,61.2167,79.0,Asia/Aqtobe,,,1936-01-01,1991-12-31,1936-01-01,1991-01-01,9337581.134028975
17115,Bandirma,TR,BAL,17115,LTBG,40.3167,27.9667,51.0,Europe/Istanbul,1950-01-01,2024-09-22,1950-04-01,2022-04-24,1950-01-01,2021-01-01,9338943.776847402
35791,Mointy,RU,KAR,35791,,47.2,73.35,581.0,Asia/Almaty,,,1936-01-03,1992-04-14,1936-01-01,1991-01-01,9338967.32438851
16684,Skyros Airport,GR,LI,16684,LGSY,38.9667,24.4833,27.0,Europe/Athens,1949-10-01,2024-09-22,1998-04-08,2021-09-30,,,9339775.369017286
81990,Remanso,BR,BA,81990,,-9.6189,-42.0831,401.0,America/Bahia,2016-07-04,2024-07-27,2016-09-23,2021-01-09,,,9340507.889139278
82979,Remanso,BR,BA,82979,,-9.6333,-42.1,401.0,America/Bahia,1936-08-24,2021-07-24,1950-04-01,1997-01-03,1949-01-01,1978-01-01,9340614.335835736
86670,Monte Alegre De Goias / Monte Alegre de Goiás,BR,GO,86670,,-13.2481,-46.8897,1253.0,America/Sao_Paulo,2016-07-04,2021-08-17,2016-07-07,2019-11-09,,,9340863.950738579
34984,Lagan,RU,KL,34984,,45.4,47.35,0.0,Europe/Volgograd,,,1959-07-01,2013-12-31,1959-01-01,2013-01-01,9346755.433239287
37061,Budennovsk,RU,STA,37061,,44.7833,44.1333,136.0,Europe/Volgograd,,,1924-04-01,2024-06-18,1924-01-01,2022-01-01,9347857.05667726
60603,Rhourd Nouss,DZ,OUA,60603,,29.7167,6.7,253.0,Africa/Algiers,,,2007-09-22,2024-09-19,2007-01-01,2021-01-01,9350093.095375594
SGPG0,Prats Gill,PY,BQ,,SGPG,-22.6619,-61.5114,209.0,America/Asuncion,1973-01-02,2014-07-10,,,,,9350740.176353915
62007,Zuara,LY,NK,62007,,32.8833,12.0833,3.0,Africa/Tripoli,1949-01-29,2024-07-02,1920-01-01,2024-09-19,1920-01-01,2021-01-01,9352111.768727235
LTBP0,Yalova / Ta?köprü,TR,IST,,LTBP,40.6844,29.3757,2.0,Europe/Istanbul,2008-08-08,2024-08-17,2019-12-14,2020-10-04,2020-01-01,2020-01-01,9352703.88588393
86065,Prats-Gil,PY,BO,86065,,-22.7,-61.5,220.0,America/Asuncion,,,1973-01-23,2014-06-22,1972-01-01,2014-01-01,9354984.856185392
86750,Alto Taquari,BR,MT,86750,,-17.8156,-53.2875,875.0,America/Cuiaba,2016-07-04,2024-07-30,2016-08-26,2022-01-31,2021-01-01,2021-01-01,9355648.817536552
34989,Iskusstvennyj Ostrov,RU,AST,34989,,45.3833,47.7833,0.0,Europe/Astrakhan,,,1959-07-01,1993-10-31,1959-01-01,1993-01-01,9356625.094816552
17022,Zonguldak,TR,ZON,17022,LTAS,41.45,31.8,136.0,Europe/Istanbul,1957-07-03,2024-09-22,1957-07-04,2024-08-26,1957-01-01,2021-01-01,9358068.98962948
ZSJN0,Jinan,CN,SD,,ZSJN,36.8572,117.2161,12.0,Asia/Shanghai,2005-06-17,2024-09-19,2007-11-30,2022-03-23,2019-01-01,2019-01-01,9359036.003662948
81774,Sao Goncalo / São Gonçalo,BR,PB,81774,,-6.8356,-38.3114,234.0,America/Fortaleza,2016-07-04,2024-07-26,2016-07-08,2022-02-25,,,9360039.54601789
91753,Hihifo Ile Wallis,FR,,91753,NLWW,-13.2333,-176.1667,23.0,Pacific/Wallis,1943-08-09,2024-09-22,1943-08-09,2024-12-30,1943-01-01,2022-01-01,9360682.070207529
85459,Majadas,CL,AT,85459,SCAT,-27.25,-70.77,204.0,America/Santiago,2006-07-10,2024-09-22,2006-08-09,2022-04-25,2020-01-01,2021-01-01,9361724.958184395
53513,Linhe,CN,NM,53513,,40.7667,107.4,1041.0,Asia/Chongqing,,,,,,,9361755.602368722
35739,Ayak-Kum,RU,AKT,35739,,46.7167,59.1667,114.0,Asia/Aqtobe,,,1949-09-02,1991-12-31,1949-01-01,1991-01-01,9362983.261043325
87047,Salta Aerodrome,AR,A,87047,SASA,-24.85,-65.4833,1238.0,America/Argentina/Salta,1939-02-01,2024-09-22,1956-02-01,2024-12-28,1950-01-01,2021-01-01,9363827.626569936
53673,Yuanping,CN,SX,53673,,38.75,112.7,838.0,Asia/Shanghai,,,1954-01-01,2024-09-19,1954-01-01,2022-01-01,9364593.586568337
53698,Shijiazhuang,CN,HB,53698,,38.0333,114.4167,81.0,Asia/Shanghai,,,1955-01-01,2024-09-19,1955-01-01,2022-01-01,9364961.065760242
16699,Tanagra Airport,GR,LI,16699,LGTG,38.3167,23.5333,148.0,Europe/Athens,1965-12-04,2024-09-22,1997-09-03,2022-04-24,,,9365292.287191516
UAAH0,Balkhash / Balqash,KZ,KAR,,UAAH,46.8833,75.0,440.0,Asia/Almaty,2020-01-14,2024-09-21,2020-01-15,2022-04-21,,,9366104.004743066
86730,Caiponia / Caiapônia,BR,GO,86730,,-16.9667,-51.8175,737.0,America/Sao_Paulo,2016-07-04,2024-07-30,2016-09-23,2022-02-28,,,9366391.546904318
91350,Mwoakillo / Mokil Village,FM,P,91350,,6.6667,159.7833,2.0,Pacific/Pohnpei,2004-07-15,2024-06-30,,,,,9366915.131247444
83236,Barreiras,BR,BA,83236,,-12.15,-45.0,439.0,America/Araguaina,1973-01-02,2024-07-27,1919-07-01,1995-08-10,1919-01-01,2021-01-01,9367074.599127887
86652,Barreiras,BR,BA,86652,,-12.15,-45.0,470.0,America/Bahia,2016-07-04,2024-07-29,2016-07-07,2022-02-26,,,9367074.599127887
17024,Inebolu,TR,KAS,17024,,41.9833,33.7833,64.0,Europe/Istanbul,2018-01-27,2024-09-21,,,,,9367335.090154046
35816,Oporny / Opornyy,KZ,MAN,35816,,46.2333,54.4833,16.0,Asia/Aqtau,1981-01-01,2024-09-11,1977-05-02,1991-12-31,1977-01-01,1991-01-01,9367565.697152378
37099,Sotchi,RU,KDA,37099,,43.5833,39.7667,0.0,Europe/Volgograd,,,1874-10-01,2019-06-30,1874-01-01,2019-01-01,9371546.215937354
37107,Krasnaya Polyana,RU,AL,37107,,43.6833,40.2,564.0,Europe/Volgograd,,,1936-01-01,2024-09-18,1936-01-01,2021-01-01,9372088.508336358
LTBQ0,Izmit / Tepetarla,TR,KOC,,LTBQ,40.7333,30.0833,50.0,Europe/Istanbul,1977-03-23,2024-09-22,2002-02-12,2022-04-24,2009-01-01,2022-01-01,9372597.273674166
35746,Aralskoe More,KZ,KZY,35746,UATA,46.7833,61.65,56.0,Asia/Aqtobe,1948-01-01,2024-09-12,1905-10-01,2024-09-17,1905-01-01,2021-01-01,9373559.005797021
86751,Mineiros / Cedro,BR,GO,86751,,-17.5725,-52.5953,706.0,America/Sao_Paulo,2016-07-04,2024-07-30,2016-08-24,2022-02-26,,,9374763.645256901
35796,Balhash,KZ,KAR,35796,,46.8,75.0833,352.0,Asia/Almaty,1948-01-01,2024-09-12,1936-01-01,2024-09-18,1936-01-01,2021-01-01,9374872.430512603
86712,Goias / Goiás,BR,GO,86712,,-15.9392,-50.1414,512.0,America/Sao_Paulo,2016-07-04,2024-07-30,2016-09-23,2022-02-27,,,9376043.042550724
35756,Kara-Kum,RU,KAR,35756,,46.8833,64.6667,79.0,Asia/Qyzylorda,,,1958-02-02,1991-01-19,1959-01-01,1990-01-01,9376980.543790104
86691,Alto Paraiso De Goias / Alto Paraíso de Goiás,BR,GO,86691,,-14.1331,-47.5231,1260.0,America/Sao_Paulo,2016-07-04,2024-07-29,2016-07-07,2021-06-24,,,9378988.387534522
17069,Adapazari,TR,SAK,17069,,40.7833,30.4167,30.0,Europe/Istanbul,,,2003-11-21,2024-09-14,2006-01-01,2021-01-01,9379089.66754689
LTFD0,Balikesir / Ç?kr?kc?,TR,BAL,,LTFD,39.55,27.0,50.0,Europe/Istanbul,1999-02-11,2024-09-22,2011-08-02,2022-04-24,2020-01-01,2021-01-01,9379686.485216688
85470,Copiapo,CL,AT,85470,SCHA,-27.3,-70.4167,291.0,America/Santiago,1973-03-13,1990-03-29,1964-07-20,2005-01-31,1967-01-01,2005-01-01,9381854.093139896
37054,Mineral'Nye Vody,RU,STA,37054,URMM,44.2333,43.0667,314.0,Europe/Volgograd,1955-01-01,2024-09-22,1938-04-20,2024-03-27,1938-01-01,2022-01-01,9382826.193108799
86713,Goianesia / Santa Rita do Novo Destino,BR,GO,86713,,-15.2203,-48.9903,667.0,America/Sao_Paulo,2016-07-04,2024-07-30,2016-07-10,2022-02-26,2019-01-01,2021-01-01,9383191.406087872
35749,Monsyr / Tokabay,KZ,KZY,35749,,46.7167,62.5,80.0,Asia/Aqtobe,,,1945-10-01,1991-04-30,1955-01-01,1991-01-01,9385847.33386478
54823,Jinan,CN,SD,54823,ZSTN,36.6833,116.9833,58.0,Asia/Shanghai,1956-08-20,2024-09-19,1951-01-01,2024-09-17,1951-01-01,2022-01-01,9386114.095453931
62002,Nalut,LY,GD,62002,,31.8667,10.9833,620.0,Africa/Tripoli,1949-01-30,2024-07-02,1932-01-01,2024-09-19,1932-01-01,2021-01-01,9388516.01525214
16718,Elefsis Airport,GR,LI,16718,LGEL,38.0667,23.55,44.0,Europe/Athens,1965-12-04,2024-09-21,1973-02-16,2022-04-25,2020-01-01,2022-01-01,9390521.831934791
37171,Adler,RU,KD,37171,URSS,43.4333,39.9,16.0,Europe/Moscow,1959-01-01,2024-09-22,1959-01-01,2024-09-18,1959-01-01,2022-01-01,9390785.180716243
36686,Algazy Ostrov,KZ,KAR,36686,,46.55,76.8667,0.0,Asia/Almaty,,,1936-01-01,2014-12-31,1936-01-01,2014-01-01,9391047.39783081
17116,Bursa,TR,BRS,17116,LTBE,40.1833,29.0667,101.0,Europe/Istanbul,1973-01-01,2024-09-22,1973-01-01,2024-09-03,1949-01-01,2022-01-01,9392238.811148496
16710,Tripolis Airport,GR,LI,16710,LGTP,37.5333,22.4,644.0,Europe/Athens,1932-11-01,2024-09-22,,,,,9394853.905551743
83179,Barra,BR,BA,83179,,-11.0833,-43.1667,402.0,America/Bahia,1990-04-25,2024-07-27,1911-08-01,1983-12-31,1911-01-01,1983-01-01,9395302.911971778
61698,Kolda,SN,KO,61698,GOGK,12.8833,-14.9667,10.0,Africa/Dakar,1973-01-01,2024-09-22,1973-01-01,2024-09-18,1963-01-01,2021-01-01,9395589.55673018
36729,Usharal / Uc-Aral / Üsharal,KZ,ALM,36729,,46.1667,80.9333,397.0,Asia/Almaty,1953-02-16,2024-09-12,1936-01-01,2021-03-10,1936-01-01,2021-01-01,9396509.104826298
16715,Tatoi,GR,LI,16715,LGTT,38.1,23.7833,239.0,Europe/Athens,1966-08-04,2024-09-09,,,,,9396814.003598409
86634,Barra,BR,BA,86634,,-11.0847,-43.1392,403.0,America/Bahia,2016-07-04,2024-07-29,2016-09-23,2021-07-22,,,9397272.255621979
37058,Georgievsk,RU,STA,37058,,44.15,43.4667,0.0,Europe/Volgograd,,,1936-01-01,2024-09-18,1936-01-01,2022-01-01,9400762.909124859
37175,Gagrskiy / Kldekari,GE,AB,37175,,43.4167,40.25,1629.0,Asia/Tbilisi,,,1936-01-01,1992-05-31,1936-01-01,1992-01-01,9401491.19459301
37050,Pjatigorsk,RU,STA,37050,,44.05,43.0333,0.0,Europe/Volgograd,,,1933-01-05,1997-12-31,1934-01-01,1997-01-01,9401592.783991566
LTBR0,Bursa / Çardak,TR,BRS,,LTBR,40.25,29.55,239.0,Europe/Istanbul,2005-01-01,2024-09-22,2005-01-06,2022-04-25,2010-01-01,2022-01-01,9402742.532204041
LTCM0,Sinop / Osmaniye,TR,SIN,,LTCM,42.0158,35.0664,6.0,Europe/Istanbul,2020-01-14,2024-09-21,2021-08-12,2021-09-30,,,9403493.28859832
82691,Florania,BR,RN,82691,,-6.1167,-36.8167,324.0,America/Recife,,,1926-01-01,1983-12-31,1926-01-01,1983-01-01,9403505.62492829
17026,Sinop,TR,SIN,17026,,42.0333,35.1667,32.0,Europe/Istanbul,2018-01-26,2024-09-21,1957-07-01,2024-09-14,1957-01-01,2022-01-01,9404713.893952902
16714,Athens / Athenai / Pláka,GR,LI,16714,,37.9667,23.7167,107.0,Europe/Athens,,,,,1949-01-01,2021-01-01,9407188.10261358
17150,Balikesir,TR,BAL,17150,LTBF,39.6167,27.9167,101.0,Europe/Istanbul,1950-01-01,2024-09-22,1950-01-01,2024-09-17,1950-01-01,2022-01-01,9407291.142573941
81991,Petrolina / Cachoeira,BR,BA,81991,,-9.3833,-40.8,371.0,America/Bahia,2016-07-05,2024-06-03,2016-07-17,2022-02-25,2021-01-01,2021-01-01,9407626.151960865
51243,Karamay,CN,XJ,51243,,45.6,84.85,428.0,Asia/Urumqi,,,1956-01-01,2024-09-19,1956-01-01,2022-01-01,9409197.894803856
86807,Miranda / Juvi,BR,MS,86807,,-20.3956,-56.4317,140.0,America/Campo_Grande,2016-07-04,2024-07-30,2016-07-07,2021-05-25,,,9412130.525030863
16667,Mytilini Airport,GR,LI,16667,LGMT,39.0667,26.6,3.0,Europe/Athens,1960-07-13,2024-09-21,1990-09-22,2022-04-25,2010-01-01,2022-01-01,9412679.793181732
61687,Tambacounda,SN,TA,61687,GOTT,13.7667,-13.6833,49.0,Africa/Dakar,1949-05-01,2024-09-22,1973-01-01,2024-09-19,1950-01-01,2021-01-01,9412910.331236992
16716,Athinai Airport,GR,,16716,LGAT,37.9,23.7333,28.0,Europe/Athens,1949-03-01,2024-09-22,1955-01-01,2024-09-14,1955-01-01,2021-01-01,9414424.357716424
81875,Caico / Caicó,BR,RN,81875,,-6.4672,-37.0847,170.0,America/Fortaleza,2016-07-04,2024-07-26,2016-07-07,2020-04-27,,,9414604.73120903
81838,Calcanhar / Lagoa do Mato,BR,RN,81838,,-5.16,-35.4875,17.0,America/Fortaleza,2016-07-04,2022-09-30,2016-07-07,2018-11-25,,,9416047.448309131
36803,Uzynbulak,RU,VOS,36803,,45.85,82.1833,362.0,Asia/Almaty,,,1977-05-01,1991-12-31,1977-01-01,1991-01-01,9417028.645616768
35777,Jeti-Konur,RU,KAR,35777,,46.5833,68.6167,276.0,Asia/Qyzylorda,,,1947-12-01,1991-12-31,1947-01-01,2021-01-01,9417258.3147453
37177,Gagby,GE,AB,37177,,43.25,40.2667,7.0,Asia/Tbilisi,,,1959-01-06,1992-08-26,1973-01-01,1979-01-01,9419509.703524778
16741,El Venizelos / Liádha,GR,I,16741,,37.9167,23.9167,72.0,Europe/Athens,2009-09-15,2024-09-22,,,,,9420294.821867583
82984,Petrolina,BR,PE,82984,SBPL,-9.35,-40.55,385.0,America/Bahia,1943-04-01,2024-09-22,2001-03-21,2022-04-25,2011-01-01,2022-01-01,9421886.267798508
16726,Kalamata Airport,GR,LI,16726,LGKL,37.0667,22.0167,6.0,Europe/Athens,1973-05-12,2024-09-22,1987-07-21,2024-09-14,1971-01-01,2022-01-01,9424093.517113613
87065,Rivadavia,AR,A,87065,SASR,-24.1667,-62.9,205.0,America/Argentina/Jujuy,1939-02-01,2024-07-31,1956-04-01,2024-10-30,1949-01-01,2021-01-01,9424461.904729923
