fip_code,STATE_fip,COUNTY_fip,CENTROID_LAT,CENTROID_LON,Population_centroid_lat,Population_centroid_long,Population,county_name,state,Location Name,Latitude,Longitude,Year,Station_WMO,Station_Latitude,Station_Longitude,Distance_Miles,Status,HDD_base65F,CDD_base65F,QC_Missing_Data,QC_Extreme_Temperature,QC_Sudden_Temp_Jumps,QC_Constant_Temp_Periods,QC_Day-Night_Swings,QC_Summer_Freezing,QC_Winter_Extreme_Heat,QC_Missing_Temperature_Data,Temp_Total_Holes,Temp_Interpolated,Temp_MERRA2_Fill,Dewpoint_Total_Holes,Dewpoint_Interpolated,Dewpoint_MERRA2_Fill,RH_Total_Holes,RH_Interpolated,RH_MERRA2_Fill,Pressure_Total_Holes,Pressure_Interpolated,Pressure_MERRA2_Fill,WindDir_Total_Holes,WindDir_Interpolated,WindDir_MERRA2_Fill,WindSpeed_Total_Holes,WindSpeed_Interpolated,WindSpeed_MERRA2_Fill,Snow_Total_Holes,Snow_Interpolated,Snow_MERRA2_Fill,Precipitation_Total_Holes,Precipitation_Interpolated,Precipitation_MERRA2_Fill
G2901010,29,101,38.741528,-93.8118634,38.757209,-93.770312,52595.0,Johnson,Missouri,G2901010,38.757209,-93.770312,2014,KDMO0,38.7074,-93.1759,32.2219574706306,True,5227.0,1336.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,9.0,2.0,0.0,0.0,0.0,8760.0,0.0,8760.0,83.0,29.0,54.0
G2901030,29,103,40.1367764,-92.1468094,40.151668,-92.150669,4131.0,Knox,Missouri,G2901030,40.151668,-92.150669,2014,KIRK0,40.0935,-92.5449,21.212750075847342,True,6422.0,902.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,23.0,3.0,20.0,48.0,18.0,30.0,48.0,18.0,30.0,35.0,3.0,32.0,66.0,44.0,22.0,7.0,3.0,4.0,8760.0,0.0,8760.0,36.0,19.0,17.0
G2901050,29,105,37.6596879,-92.5948405,37.669645,-92.65456,35571.0,Laclede,Missouri,G2901050,37.669645,-92.65456,2014,72440,37.2333,-93.05,37.14020019172733,True,4943.0,1360.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,19.0,7.0,0.0,0.0,0.0,8760.0,0.0,8760.0,43.0,23.0,20.0
G2901070,29,107,39.0687048,-93.8026388,39.056329,-93.840082,33381.0,Lafayette,Missouri,G2901070,39.056329,-93.840082,2014,KMKC0,39.1232,-94.5928,40.62974469324188,True,5128.0,1613.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,59.0,11.0,0.0,0.0,0.0,8760.0,0.0,8760.0,70.0,48.0,22.0
G2901090,29,109,37.1065898,-93.8305507,37.035398,-93.797074,38634.0,Lawrence,Missouri,G2901090,37.035398,-93.797074,2014,KJLN0,37.1518,-94.4983,39.47411453162018,True,4740.0,1490.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,38.0,12.0,3.0,3.0,0.0,8760.0,0.0,8760.0,14.0,9.0,5.0
G2901110,29,111,40.0845592,-91.7288031,40.085505,-91.649082,10211.0,Lewis,Missouri,G2901110,40.085505,-91.649082,2014,KIRK0,40.0935,-92.5449,47.3551542251796,True,6422.0,902.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,23.0,3.0,20.0,48.0,18.0,30.0,48.0,18.0,30.0,35.0,3.0,32.0,66.0,44.0,22.0,7.0,3.0,4.0,8760.0,0.0,8760.0,36.0,19.0,17.0
G2901130,29,113,39.0622547,-90.9629165,39.003625,-90.928671,52566.0,Lincoln,Missouri,G2901130,39.003625,-90.928671,2014,KSUS0,38.6621,-90.6521,27.89988129111375,True,5432.0,1229.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,37.0,12.0,25.0,37.0,12.0,25.0,37.0,12.0,25.0,86.0,12.0,74.0,591.0,314.0,277.0,0.0,0.0,0.0,8760.0,0.0,8760.0,2.0,2.0,0.0
G2901150,29,115,39.8644404,-93.108019,39.796774,-93.065191,12761.0,Linn,Missouri,G2901150,39.796774,-93.065191,2014,KCDJ0,39.8233,-93.5792,27.342739102249837,True,5918.0,1162.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,633.0,275.0,358.0,0.0,0.0,0.0,8760.0,0.0,8760.0,16.0,9.0,7.0
G2901170,29,117,39.778587,-93.5482013,39.795916,-93.554324,15195.0,Livingston,Missouri,G2901170,39.795916,-93.554324,2014,KCDJ0,39.8233,-93.5792,2.3071815667902493,True,5918.0,1162.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,633.0,275.0,358.0,0.0,0.0,0.0,8760.0,0.0,8760.0,16.0,9.0,7.0
G2901190,29,119,36.630218,-94.3439556,36.618064,-94.39808,23083.0,McDonald,Missouri,G2901190,36.618064,-94.39808,2014,KXNA0,36.2819,-94.3068,23.774240749983942,True,4581.0,1283.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,1.0,1.0,0.0,18.0,13.0,5.0,18.0,13.0,5.0,9.0,5.0,4.0,107.0,75.0,32.0,0.0,0.0,0.0,8760.0,0.0,8760.0,48.0,26.0,22.0
G2901210,29,121,39.829795,-92.56434,39.798522,-92.51033,15566.0,Macon,Missouri,G2901210,39.798522,-92.51033,2014,KIRK0,40.0935,-92.5449,20.46310221549663,True,6422.0,902.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,23.0,3.0,20.0,48.0,18.0,30.0,48.0,18.0,30.0,35.0,3.0,32.0,66.0,44.0,22.0,7.0,3.0,4.0,8760.0,0.0,8760.0,36.0,19.0,17.0
G2901230,29,123,37.4732347,-90.3454526,37.535795,-90.300055,12226.0,Madison,Missouri,G2901230,37.535795,-90.300055,2014,KMDH0,37.7781,-89.252,59.72271000488708,True,5143.0,1209.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,154.0,140.0,0.0,0.0,0.0,8760.0,0.0,8760.0,241.0,12.0,229.0
G2901250,29,125,38.1626154,-91.923601,38.171917,-91.878062,9176.0,Maries,Missouri,G2901250,38.171917,-91.878062,2014,72442,38.1274,-91.7695,6.652481798066689,True,5533.0,1110.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,19.0,8.0,11.0,19.0,8.0,11.0,19.0,8.0,11.0,47.0,12.0,35.0,46.0,28.0,18.0,20.0,8.0,12.0,8760.0,0.0,8760.0,116.0,29.0,87.0
G2901270,29,127,39.8075383,-91.6353791,39.740805,-91.455661,28781.0,Marion,Missouri,G2901270,39.740805,-91.455661,2014,KIRK0,40.0935,-92.5449,62.65432505140179,True,6422.0,902.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,23.0,3.0,20.0,48.0,18.0,30.0,48.0,18.0,30.0,35.0,3.0,32.0,66.0,44.0,22.0,7.0,3.0,4.0,8760.0,0.0,8760.0,36.0,19.0,17.0
G2901290,29,129,40.4214135,-93.5676313,40.418591,-93.575859,3785.0,Mercer,Missouri,G2901290,40.418591,-93.575859,2014,KLWD0,40.6333,-93.9022,22.6675800876678,True,6678.0,863.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,6.0,0.0,0.0,0.0,8760.0,0.0,8760.0,13.0,9.0,4.0
G2901310,29,131,38.2166802,-92.4298762,38.247837,-92.507085,24748.0,Miller,Missouri,G2901310,38.247837,-92.507085,2014,KJEF0,38.5912,-92.1561,30.39454399928043,True,5300.0,1290.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,5.0,157.0,108.0,49.0,0.0,0.0,0.0,8760.0,0.0,8760.0,107.0,38.0,69.0
G2901330,29,133,36.826264,-89.2959286,36.857051,-89.365459,14358.0,Mississippi,Missouri,G2901330,36.857051,-89.365459,2014,72435,37.05,-88.7667,35.64660813478908,True,4578.0,1630.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,256.0,141.0,115.0,0.0,0.0,0.0,8760.0,0.0,8760.0,5.0,4.0,1.0
G2901350,29,135,38.6330371,-92.5836417,38.628938,-92.616373,15607.0,Moniteau,Missouri,G2901350,38.628938,-92.616373,2014,KJEF0,38.5912,-92.1561,24.986649316832256,True,5300.0,1290.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,5.0,157.0,108.0,49.0,0.0,0.0,0.0,8760.0,0.0,8760.0,107.0,38.0,69.0
G2901370,29,137,39.4982695,-92.0064582,39.520553,-91.973958,8840.0,Monroe,Missouri,G2901370,39.520553,-91.973958,2014,KIRK0,40.0935,-92.5449,49.85420909743559,True,6422.0,902.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,23.0,3.0,20.0,48.0,18.0,30.0,48.0,18.0,30.0,35.0,3.0,32.0,66.0,44.0,22.0,7.0,3.0,4.0,8760.0,0.0,8760.0,36.0,19.0,17.0
G2901390,29,139,38.9351623,-91.4654372,38.950802,-91.468473,12236.0,Montgomery,Missouri,G2901390,38.950802,-91.468473,2014,KJEF0,38.5912,-92.1561,44.60267703544484,True,5300.0,1290.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,5.0,157.0,108.0,49.0,0.0,0.0,0.0,8760.0,0.0,8760.0,107.0,38.0,69.0
G2901410,29,141,38.4208069,-92.8748352,38.381506,-92.850304,20565.0,Morgan,Missouri,G2901410,38.381506,-92.850304,2014,KDMO0,38.7074,-93.1759,28.57627381114649,True,5227.0,1336.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,9.0,2.0,0.0,0.0,0.0,8760.0,0.0,8760.0,83.0,29.0,54.0
G2901430,29,143,36.5942608,-89.6559485,36.605307,-89.65871,18956.0,New Madrid,Missouri,G2901430,36.605307,-89.65871,2014,72435,37.05,-88.7667,58.11813650689193,True,4578.0,1630.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,256.0,141.0,115.0,0.0,0.0,0.0,8760.0,0.0,8760.0,5.0,4.0,1.0
G2901450,29,145,36.9083639,-94.3350211,36.921798,-94.41138,58114.0,Newton,Missouri,G2901450,36.921798,-94.41138,2014,KJLN0,37.1518,-94.4983,16.598939758355,True,4740.0,1490.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,38.0,12.0,3.0,3.0,0.0,8760.0,0.0,8760.0,14.0,9.0,5.0
G2901470,29,147,40.3611359,-94.8831457,40.352749,-94.867916,23370.0,Nodaway,Missouri,G2901470,40.352749,-94.867916,2014,KFNB0,40.0788,-95.592,42.63506048519729,True,6031.0,1174.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,5.0,4.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,60.0,25.0,35.0,32.0,3.0,29.0,8760.0,0.0,8760.0,54.0,27.0,27.0
G2901490,29,149,36.6853104,-91.4018272,36.618129,-91.464771,10881.0,Oregon,Missouri,G2901490,36.618129,-91.464771,2014,KUNO0,36.8784,-91.9027,30.186038897607038,True,4992.0,1162.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,10.0,5.0,5.0,10.0,5.0,5.0,0.0,0.0,0.0,275.0,121.0,154.0,63.0,9.0,54.0,8760.0,0.0,8760.0,116.0,12.0,104.0
G2901510,29,151,38.4642535,-91.8595036,38.453819,-91.883136,13878.0,Osage,Missouri,G2901510,38.453819,-91.883136,2014,KJEF0,38.5912,-92.1561,17.544811148716313,True,5300.0,1290.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,5.0,157.0,108.0,49.0,0.0,0.0,0.0,8760.0,0.0,8760.0,107.0,38.0,69.0
G2901530,29,153,36.6495904,-92.4585492,36.62309,-92.424289,9723.0,Ozark,Missouri,G2901530,36.62309,-92.424289,2014,KBPK0,36.3689,-92.4705,17.749395024807345,True,4509.0,1322.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,433.0,224.0,209.0,0.0,0.0,0.0,8760.0,0.0,8760.0,65.0,26.0,39.0
G2901550,29,155,36.2099162,-89.7859419,36.181794,-89.748715,18296.0,Pemiscot,Missouri,G2901550,36.181794,-89.748715,2014,72334,35.0333,-89.9833,80.43987941695777,True,3487.0,2049.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,8.0,98.0,68.0,30.0,0.0,0.0,0.0,8760.0,0.0,8760.0,33.0,14.0,19.0
G2901570,29,157,37.7111296,-89.8021249,37.713672,-89.857097,18971.0,Perry,Missouri,G2901570,37.713672,-89.857097,2014,KMDH0,37.7781,-89.252,33.35740718483057,True,5143.0,1209.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,154.0,140.0,0.0,0.0,0.0,8760.0,0.0,8760.0,241.0,12.0,229.0
G2901590,29,159,38.7273667,-93.2852073,38.702201,-93.246549,42201.0,Pettis,Missouri,G2901590,38.702201,-93.246549,2014,KDMO0,38.7074,-93.1759,3.826215334614776,True,5227.0,1336.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,9.0,2.0,0.0,0.0,0.0,8760.0,0.0,8760.0,83.0,29.0,54.0
G2901610,29,161,37.8663263,-91.7903492,37.942882,-91.748715,45156.0,Phelps,Missouri,G2901610,37.942882,-91.748715,2014,72442,38.1274,-91.7695,12.799037757309998,True,5533.0,1110.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,19.0,8.0,11.0,19.0,8.0,11.0,19.0,8.0,11.0,47.0,12.0,35.0,46.0,28.0,18.0,20.0,8.0,12.0,8760.0,0.0,8760.0,116.0,29.0,87.0
G2901630,29,163,39.3399592,-91.1716071,39.363535,-91.156139,18516.0,Pike,Missouri,G2901630,39.363535,-91.156139,2014,KSUS0,38.6621,-90.6521,55.50680803744396,True,5432.0,1229.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,37.0,12.0,25.0,37.0,12.0,25.0,37.0,12.0,25.0,86.0,12.0,74.0,591.0,314.0,277.0,0.0,0.0,0.0,8760.0,0.0,8760.0,2.0,2.0,0.0
G2901650,29,165,39.3786957,-94.7614717,39.262166,-94.684698,89322.0,Platte,Missouri,G2901650,39.262166,-94.684698,2014,72446,39.2972,-94.7306,3.447639173236626,True,5676.0,1233.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,34.0,20.0,14.0
G2901670,29,167,37.6167611,-93.4008166,37.601813,-93.404415,31137.0,Polk,Missouri,G2901670,37.601813,-93.404415,2014,72440,37.2333,-93.05,32.0399007149872,True,4943.0,1360.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,19.0,7.0,0.0,0.0,0.0,8760.0,0.0,8760.0,43.0,23.0,20.0
G2901690,29,169,37.8248346,-92.2070224,37.824257,-92.1773,52274.0,Pulaski,Missouri,G2901690,37.824257,-92.1773,2014,72442,38.1274,-91.7695,30.528704039011146,True,5533.0,1110.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,19.0,8.0,11.0,19.0,8.0,11.0,19.0,8.0,11.0,47.0,12.0,35.0,46.0,28.0,18.0,20.0,8.0,12.0,8760.0,0.0,8760.0,116.0,29.0,87.0
G2901710,29,171,40.4786055,-93.0145314,40.480842,-92.979269,4979.0,Putnam,Missouri,G2901710,40.480842,-92.979269,2014,KIRK0,40.0935,-92.5449,35.21861635440254,True,6422.0,902.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,23.0,3.0,20.0,48.0,18.0,30.0,48.0,18.0,30.0,35.0,3.0,32.0,66.0,44.0,22.0,7.0,3.0,4.0,8760.0,0.0,8760.0,36.0,19.0,17.0
G2901730,29,173,39.5534554,-91.5247867,39.57958,-91.468633,10167.0,Ralls,Missouri,G2901730,39.57958,-91.468633,2014,KIRK0,40.0935,-92.5449,67.24068030219183,True,6422.0,902.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,23.0,3.0,20.0,48.0,18.0,30.0,48.0,18.0,30.0,35.0,3.0,32.0,66.0,44.0,22.0,7.0,3.0,4.0,8760.0,0.0,8760.0,36.0,19.0,17.0
G2901750,29,175,39.4392486,-92.4929595,39.412906,-92.451935,25414.0,Randolph,Missouri,G2901750,39.412906,-92.451935,2014,KIRK0,40.0935,-92.5449,47.28305977049676,True,6422.0,902.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,23.0,3.0,20.0,48.0,18.0,30.0,48.0,18.0,30.0,35.0,3.0,32.0,66.0,44.0,22.0,7.0,3.0,4.0,8760.0,0.0,8760.0,36.0,19.0,17.0
G2901770,29,177,39.3084005,-93.9957462,39.335641,-94.06127,23494.0,Ray,Missouri,G2901770,39.335641,-94.06127,2014,72449,39.7667,-94.0833,29.806405084682595,True,6026.0,1143.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,53.0,25.0,0.0,0.0,0.0,8760.0,0.0,8760.0,108.0,47.0,61.0
G2901790,29,179,37.3608568,-90.9695158,37.336586,-90.972986,6696.0,Reynolds,Missouri,G2901790,37.336586,-90.972986,2014,KUNO0,36.8784,-91.9027,60.22116663391791,True,4992.0,1162.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,10.0,5.0,5.0,10.0,5.0,5.0,0.0,0.0,0.0,275.0,121.0,154.0,63.0,9.0,54.0,8760.0,0.0,8760.0,116.0,12.0,104.0
G2901810,29,181,36.6489017,-90.8670597,36.627212,-90.791802,14100.0,Ripley,Missouri,G2901810,36.627212,-90.791802,2014,KUNO0,36.8784,-91.9027,63.90003379834394,True,4992.0,1162.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,10.0,5.0,5.0,10.0,5.0,5.0,0.0,0.0,0.0,275.0,121.0,154.0,63.0,9.0,54.0,8760.0,0.0,8760.0,116.0,12.0,104.0
G2901830,29,183,38.7811023,-90.6749153,38.776604,-90.659755,360485.0,St. Charles,Missouri,G2901830,38.776604,-90.659755,2014,KSUS0,38.6621,-90.6521,7.922214614065568,True,5432.0,1229.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,37.0,12.0,25.0,37.0,12.0,25.0,37.0,12.0,25.0,86.0,12.0,74.0,591.0,314.0,277.0,0.0,0.0,0.0,8760.0,0.0,8760.0,2.0,2.0,0.0
G2901850,29,185,38.0390688,-93.7730765,38.056009,-93.765606,9805.0,St. Clair,Missouri,G2901850,38.056009,-93.765606,2014,KDMO0,38.7074,-93.1759,55.18788049007299,True,5227.0,1336.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,9.0,2.0,0.0,0.0,0.0,8760.0,0.0,8760.0,83.0,29.0,54.0
G2901860,29,186,37.8858449,-90.1615306,37.939468,-90.168495,18145.0,Ste. Genevieve,Missouri,G2901860,37.939468,-90.168495,2014,KCPS0,38.5707,-90.1562,43.619004806247865,True,5252.0,1374.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,255.0,147.0,108.0,0.0,0.0,0.0,8760.0,0.0,8760.0,25.0,17.0,8.0
G2901870,29,187,37.8107068,-90.4738684,37.835573,-90.492254,65359.0,St. Francois,Missouri,G2901870,37.835573,-90.492254,2014,KCPS0,38.5707,-90.1562,53.97007866731005,True,5252.0,1374.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,255.0,147.0,108.0,0.0,0.0,0.0,8760.0,0.0,8760.0,25.0,17.0,8.0
G2901890,29,189,38.6407022,-90.4459541,38.647121,-90.386218,998954.0,St. Louis,Missouri,G2901890,38.647121,-90.386218,2014,KCPS0,38.5707,-90.1562,13.494813454240308,True,5252.0,1374.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,255.0,147.0,108.0,0.0,0.0,0.0,8760.0,0.0,8760.0,25.0,17.0,8.0
G2901950,29,195,39.1358403,-93.2041639,39.111933,-93.204898,23370.0,Saline,Missouri,G2901950,39.111933,-93.204898,2014,KDMO0,38.7074,-93.1759,27.993967837570622,True,5227.0,1336.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,9.0,2.0,0.0,0.0,0.0,8760.0,0.0,8760.0,83.0,29.0,54.0
G2901970,29,197,40.4693611,-92.5190156,40.461815,-92.521984,4431.0,Schuyler,Missouri,G2901970,40.461815,-92.521984,2014,KIRK0,40.0935,-92.5449,25.47675303756374,True,6422.0,902.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,23.0,3.0,20.0,48.0,18.0,30.0,48.0,18.0,30.0,35.0,3.0,32.0,66.0,44.0,22.0,7.0,3.0,4.0,8760.0,0.0,8760.0,36.0,19.0,17.0
G2901990,29,199,40.4476855,-92.1428235,40.448001,-92.146652,4843.0,Scotland,Missouri,G2901990,40.448001,-92.146652,2014,KIRK0,40.0935,-92.5449,32.26016180129853,True,6422.0,902.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,23.0,3.0,20.0,48.0,18.0,30.0,48.0,18.0,30.0,35.0,3.0,32.0,66.0,44.0,22.0,7.0,3.0,4.0,8760.0,0.0,8760.0,36.0,19.0,17.0
G2902010,29,201,37.0477927,-89.5680975,37.014498,-89.577839,39191.0,Scott,Missouri,G2902010,37.014498,-89.577839,2014,72435,37.05,-88.7667,44.80701111769054,True,4578.0,1630.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,256.0,141.0,115.0,0.0,0.0,0.0,8760.0,0.0,8760.0,5.0,4.0,1.0
G2902030,29,203,37.1524984,-91.3913284,37.069627,-91.429472,8441.0,Shannon,Missouri,G2902030,37.069627,-91.429472,2014,KUNO0,36.8784,-91.9027,29.2731350910282,True,4992.0,1162.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,10.0,5.0,5.0,10.0,5.0,5.0,0.0,0.0,0.0,275.0,121.0,154.0,63.0,9.0,54.0,8760.0,0.0,8760.0,116.0,12.0,104.0
G2902050,29,205,39.7975309,-92.0887194,39.761774,-92.077052,6373.0,Shelby,Missouri,G2902050,39.761774,-92.077052,2014,KIRK0,40.0935,-92.5449,33.76096985773315,True,6422.0,902.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,23.0,3.0,20.0,48.0,18.0,30.0,48.0,18.0,30.0,35.0,3.0,32.0,66.0,44.0,22.0,7.0,3.0,4.0,8760.0,0.0,8760.0,36.0,19.0,17.0
G2902070,29,207,36.8515565,-89.9474812,36.850777,-89.969639,29968.0,Stoddard,Missouri,G2902070,36.850777,-89.969639,2014,72435,37.05,-88.7667,67.83268201022558,True,4578.0,1630.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,256.0,141.0,115.0,0.0,0.0,0.0,8760.0,0.0,8760.0,5.0,4.0,1.0
G2902090,29,209,36.751004,-93.4737009,36.717605,-93.438433,32202.0,Stone,Missouri,G2902090,36.717605,-93.438433,2014,72440,37.2333,-93.05,41.5845136719766,True,4943.0,1360.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,19.0,7.0,0.0,0.0,0.0,8760.0,0.0,8760.0,43.0,23.0,20.0
G2902110,29,211,40.209587,-93.1097826,40.217733,-93.103734,6714.0,Sullivan,Missouri,G2902110,40.217733,-93.103734,2014,KIRK0,40.0935,-92.5449,30.733691234970216,True,6422.0,902.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,23.0,3.0,20.0,48.0,18.0,30.0,48.0,18.0,30.0,35.0,3.0,32.0,66.0,44.0,22.0,7.0,3.0,4.0,8760.0,0.0,8760.0,36.0,19.0,17.0
G2902130,29,213,36.6498267,-93.0428188,36.656706,-93.189979,51675.0,Taney,Missouri,G2902130,36.656706,-93.189979,2014,72440,37.2333,-93.05,40.58171032119485,True,4943.0,1360.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,19.0,7.0,0.0,0.0,0.0,8760.0,0.0,8760.0,43.0,23.0,20.0
G2902150,29,215,37.3142565,-91.9644783,37.328457,-91.968488,26008.0,Texas,Missouri,G2902150,37.328457,-91.968488,2014,KUNO0,36.8784,-91.9027,31.306530683940725,True,4992.0,1162.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,10.0,5.0,5.0,10.0,5.0,5.0,0.0,0.0,0.0,275.0,121.0,154.0,63.0,9.0,54.0,8760.0,0.0,8760.0,116.0,12.0,104.0
G2902170,29,217,37.8501957,-94.3415972,37.835598,-94.340355,21159.0,Vernon,Missouri,G2902170,37.835598,-94.340355,2014,KJLN0,37.1518,-94.4983,48.03269195517705,True,4740.0,1490.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,38.0,12.0,3.0,3.0,0.0,8760.0,0.0,8760.0,14.0,9.0,5.0
