fip_code,STATE_fip,COUNTY_fip,CENTROID_LAT,CENTROID_LON,Population_centroid_lat,Population_centroid_long,Population,county_name,state,Location Name,Latitude,Longitude,Year,Station_WMO,Station_Latitude,Station_Longitude,Distance_Miles,Status,HDD_base65F,CDD_base65F,QC_Missing_Data,QC_Extreme_Temperature,QC_Sudden_Temp_Jumps,QC_Constant_Temp_Periods,QC_Day-Night_Swings,QC_Summer_Freezing,QC_Winter_Extreme_Heat,QC_Missing_Temperature_Data,Temp_Holes,Dewpoint_Holes,RH_Holes
G2600470,26,47,45.5900944,-84.9868217,45.433951,-84.908934,32694.0,Emmet,Michigan,G2600470,45.433951,-84.908934,2011,KPLN0,45.5709,-84.7967,10.91210511670429,True,7936.0,341.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2600490,26,49,43.0210768,-83.7063718,43.006414,-83.694732,425790.0,Genesee,Michigan,G2600490,43.006414,-83.694732,2011,KPTK0,42.6656,-83.4205,27.3414822346157,True,6650.0,813.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2600510,26,51,43.9897504,-84.3898162,43.967071,-84.437377,25692.0,Gladwin,Michigan,G2600510,43.967071,-84.437377,2011,KMBS0,43.5329,-84.0796,34.91072808563068,True,6732.0,732.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G2600530,26,53,46.4880535,-89.788314,46.435975,-89.978538,16427.0,Gogebic,Michigan,G2600530,46.435975,-89.978538,2011,KASX0,46.5485,-90.919,45.40568961973614,True,8483.0,359.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2600550,26,55,44.7186875,-85.5538484,44.710656,-85.607171,86986.0,Grand Traverse,Michigan,G2600550,44.710656,-85.607171,2011,KTVC0,44.7416,-85.5824,2.459629659164383,True,7043.0,649.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2600570,26,57,43.2923259,-84.60469,43.343314,-84.629372,42476.0,Gratiot,Michigan,G2600570,43.343314,-84.629372,2011,KMBS0,43.5329,-84.0796,30.534366103423416,True,6732.0,732.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G2600590,26,59,41.8644753,-84.6424093,41.917025,-84.603983,46688.0,Hillsdale,Michigan,G2600590,41.917025,-84.603983,2011,KJXN0,42.2604,-84.4604,24.840944265859655,True,6616.0,694.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,True,True,True
G2600610,26,61,46.998431,-88.6519079,47.12765,-88.54161,36628.0,Houghton,Michigan,G2600610,47.12765,-88.54161,2011,KRHI0,45.6309,-89.4666,112.41993244667356,True,8626.0,366.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,True,True,True
G2600630,26,63,43.907616,-82.8570449,43.833604,-83.061783,33118.0,Huron,Michigan,G2600630,43.833604,-83.061783,2011,KMBS0,43.5329,-84.0796,54.9361976860612,True,6732.0,732.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G2600650,26,65,42.6035338,-84.3738107,42.68888,-84.487816,280895.0,Ingham,Michigan,G2600650,42.68888,-84.487816,2011,72539,42.7833,-84.5833,8.126500090645205,True,6664.0,757.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2600670,26,67,42.9446503,-85.073766,42.956879,-85.085925,63905.0,Ionia,Michigan,G2600670,42.956879,-85.085925,2011,72635,42.8833,-85.5167,22.38106467129632,True,6357.0,855.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2600690,26,69,44.329482,-82.8494466,44.356582,-83.53696,25887.0,Iosco,Michigan,G2600690,44.356582,-83.53696,2011,KMBS0,43.5329,-84.0796,62.98841390955875,True,6732.0,732.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G2600710,26,71,46.1702542,-88.5405261,46.098021,-88.534279,11817.0,Iron,Michigan,G2600710,46.098021,-88.534279,2011,KRHI0,45.6309,-89.4666,55.26108640334031,True,8626.0,366.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,True,True,True
G2600730,26,73,43.6452331,-84.8394245,43.607247,-84.799832,70311.0,Isabella,Michigan,G2600730,43.607247,-84.799832,2011,KMBS0,43.5329,-84.0796,36.41900924365447,True,6732.0,732.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G2600750,26,75,42.2484738,-84.4208679,42.241313,-84.406366,160248.0,Jackson,Michigan,G2600750,42.241313,-84.406366,2011,KJXN0,42.2604,-84.4604,3.062030695059498,True,6616.0,694.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,True,True,True
G2600770,26,77,42.2462657,-85.5328544,42.26348,-85.584896,250331.0,Kalamazoo,Michigan,G2600770,42.26348,-85.584896,2011,KAZO0,42.2344,-85.5516,2.6338118723794657,True,6257.0,853.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,True,True,True
G2600790,26,79,44.6788808,-85.0889915,44.720698,-85.166074,17153.0,Kalkaska,Michigan,G2600790,44.720698,-85.166074,2011,KTVC0,44.7416,-85.5824,20.48632928888797,True,7043.0,649.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2600810,26,81,43.0324971,-85.547446,42.963793,-85.626605,602622.0,Kent,Michigan,G2600810,42.963793,-85.626605,2011,72635,42.8833,-85.5167,7.864520109476592,True,6357.0,855.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2600830,26,83,47.6819737,-88.1487965,47.333639,-88.30247,2156.0,Keweenaw,Michigan,G2600830,47.333639,-88.30247,2011,71433,47.33,-85.83,115.77644980205804,True,8942.0,3.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2600850,26,85,43.9951867,-85.8113997,43.95981,-85.798358,11539.0,Lake,Michigan,G2600850,43.95981,-85.798358,2011,KTVC0,44.7416,-85.5824,55.0601039499995,True,7043.0,649.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2600870,26,87,43.0886327,-83.2243247,43.059695,-83.250561,88319.0,Lapeer,Michigan,G2600870,43.059695,-83.250561,2011,KPTK0,42.6656,-83.4205,28.557072368590678,True,6650.0,813.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2600890,26,89,45.1461816,-86.051574,44.909768,-85.732585,21708.0,Leelanau,Michigan,G2600890,44.909768,-85.732585,2011,KTVC0,44.7416,-85.5824,13.754050654965155,True,7043.0,649.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2600910,26,91,41.8961086,-84.0743496,41.925187,-84.052388,99892.0,Lenawee,Michigan,G2600910,41.925187,-84.052388,2011,KADG0,41.8677,-84.0773,4.173492780369529,True,6427.0,858.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G2600930,26,93,42.6025316,-83.9117183,42.573054,-83.857596,180967.0,Livingston,Michigan,G2600930,42.573054,-83.857596,2011,KPTK0,42.6656,-83.4205,23.12512022959736,True,6650.0,813.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2600950,26,95,46.9406018,-85.5823683,46.334456,-85.550951,6631.0,Luce,Michigan,G2600950,46.334456,-85.550951,2011,71260,46.49,-84.51,50.739016837492855,True,8435.0,194.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,False,False,False
G2600970,26,97,46.1678678,-85.3037625,45.997905,-84.879992,11113.0,Mackinac,Michigan,G2600970,45.997905,-84.879992,2011,KPLN0,45.5709,-84.7967,29.77488620009915,True,7936.0,341.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2600990,26,99,42.6714669,-82.9108693,42.58689,-82.957388,840978.0,Macomb,Michigan,G2600990,42.58689,-82.957388,2011,KDET0,42.4092,-83.0099,12.565248667667891,True,6210.0,993.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,True,True,True
G2601010,26,101,44.3503854,-86.6029672,44.303916,-86.188019,24733.0,Manistee,Michigan,G2601010,44.303916,-86.188019,2011,KTVC0,44.7416,-85.5824,42.480019276729045,True,7043.0,649.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2601030,26,103,46.6566287,-87.583982,46.486961,-87.494598,67077.0,Marquette,Michigan,G2601030,46.486961,-87.494598,2011,71433,47.33,-85.83,97.80493774356655,True,8942.0,3.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2601050,26,105,43.9966363,-86.7508137,43.974937,-86.347842,28705.0,Mason,Michigan,G2601050,43.974937,-86.347842,2011,72636,43.1667,-86.2333,56.1373489610942,True,6285.0,751.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2601070,26,107,43.6352949,-85.3327509,43.653562,-85.388822,42798.0,Mecosta,Michigan,G2601070,43.653562,-85.388822,2011,72635,42.8833,-85.5167,53.6073811811765,True,6357.0,855.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2601090,26,109,45.5382374,-87.4929489,45.341048,-87.582124,24029.0,Menominee,Michigan,G2601090,45.341048,-87.582124,2011,72645,44.4833,-88.1333,65.11224984721025,True,7550.0,599.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2601110,26,111,43.6482031,-84.3794144,43.642775,-84.298064,83629.0,Midland,Michigan,G2601110,43.642775,-84.298064,2011,KMBS0,43.5329,-84.0796,13.310384269389749,True,6732.0,732.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G2601130,26,113,44.325424,-85.0854708,44.305822,-85.179438,14849.0,Missaukee,Michigan,G2601130,44.305822,-85.179438,2011,KTVC0,44.7416,-85.5824,36.0637714809426,True,7043.0,649.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2601150,26,115,41.916097,-83.4871059,41.900249,-83.485782,152021.0,Monroe,Michigan,G2601150,41.900249,-83.485782,2011,KTDZ0,41.5649,-83.4822,23.171106075657733,True,5663.0,1365.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,True,True,True
G2601170,26,117,43.3127822,-85.1494679,43.288474,-85.180571,63342.0,Montcalm,Michigan,G2601170,43.288474,-85.180571,2011,72635,42.8833,-85.5167,32.73214562690972,True,6357.0,855.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2601190,26,119,45.0241337,-84.1301067,44.999428,-84.123031,9765.0,Montmorency,Michigan,G2601190,44.999428,-84.123031,2011,KPLN0,45.5709,-84.7967,51.2981197046264,True,7936.0,341.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2601210,26,121,43.2892579,-86.751892,43.244173,-86.215441,172188.0,Muskegon,Michigan,G2601210,43.244173,-86.215441,2011,72636,43.1667,-86.2333,5.427902625980479,True,6285.0,751.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2601230,26,123,43.5627086,-85.7914227,43.46692,-85.809843,48460.0,Newaygo,Michigan,G2601230,43.46692,-85.809843,2011,72636,43.1667,-86.2333,29.72246861979608,True,6285.0,751.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2601250,26,125,42.6604518,-83.3842103,42.587535,-83.310386,1202362.0,Oakland,Michigan,G2601250,42.587535,-83.310386,2011,KPTK0,42.6656,-83.4205,7.773651915059617,True,6650.0,813.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2601270,26,127,43.6472546,-86.8075751,43.632703,-86.304176,26570.0,Oceana,Michigan,G2601270,43.632703,-86.304176,2011,72636,43.1667,-86.2333,32.39368441673949,True,6285.0,751.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2601290,26,129,44.3332801,-84.1280728,44.287569,-84.123289,21699.0,Ogemaw,Michigan,G2601290,44.287569,-84.123289,2011,KMBS0,43.5329,-84.0796,52.187901169234806,True,6732.0,732.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G2601310,26,131,47.2166041,-89.5004614,46.720246,-89.2851,6780.0,Ontonagon,Michigan,G2601310,46.720246,-89.2851,2011,KRHI0,45.6309,-89.4666,75.7657163739433,True,8626.0,366.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,True,True,True
G2601330,26,133,43.9975523,-85.3222825,43.965561,-85.351195,23528.0,Osceola,Michigan,G2601330,43.965561,-85.351195,2011,KTVC0,44.7416,-85.5824,54.82220792967147,True,7043.0,649.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2601350,26,135,44.687257,-84.126905,44.696783,-84.147141,8640.0,Oscoda,Michigan,G2601350,44.696783,-84.147141,2011,KPLN0,45.5709,-84.7967,68.19060366594486,True,7936.0,341.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2601370,26,137,45.0217871,-84.5766031,45.006777,-84.666879,24164.0,Otsego,Michigan,G2601370,45.006777,-84.666879,2011,KPLN0,45.5709,-84.7967,39.48464748642524,True,7936.0,341.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2601390,26,139,42.9423461,-86.6553423,42.909362,-86.021326,263801.0,Ottawa,Michigan,G2601390,42.909362,-86.021326,2011,KBIV0,42.7428,-86.1078,12.314360140941371,True,6117.0,854.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G2601410,26,141,45.4895147,-83.3840186,45.356834,-83.873629,13376.0,Presque Isle,Michigan,G2601410,45.356834,-83.873629,2011,KPLN0,45.5709,-84.7967,47.11280255333456,True,7936.0,341.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2601430,26,143,44.3395168,-84.6112715,44.364864,-84.649836,24449.0,Roscommon,Michigan,G2601430,44.364864,-84.649836,2011,KTVC0,44.7416,-85.5824,52.78013330220527,True,7043.0,649.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2601450,26,145,43.3282667,-84.05541,43.3982,-83.993736,200169.0,Saginaw,Michigan,G2601450,43.3982,-83.993736,2011,KMBS0,43.5329,-84.0796,10.254654194677338,True,6732.0,732.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G2601470,26,147,42.9288035,-82.6689135,42.911355,-82.564383,163040.0,St. Clair,Michigan,G2601470,42.911355,-82.564383,2011,KDET0,42.4092,-83.0099,41.42695065347946,True,6210.0,993.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,True,True,True
G2601490,26,149,41.9114878,-85.5228703,41.888048,-85.52719,61295.0,St. Joseph,Michigan,G2601490,41.888048,-85.52719,2011,KAZO0,42.2344,-85.5516,23.963340127681253,True,6257.0,853.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,True,True,True
G2601510,26,151,43.4491547,-82.6428148,43.364275,-82.779371,43114.0,Sanilac,Michigan,G2601510,43.364275,-82.779371,2011,KPTK0,42.6656,-83.4205,58.132426255488745,True,6650.0,813.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2601530,26,153,46.0211217,-86.197029,46.004789,-86.227647,8485.0,Schoolcraft,Michigan,G2601530,46.004789,-86.227647,2011,KPLN0,45.5709,-84.7967,75.17738176049133,True,7936.0,341.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2601550,26,155,42.9515446,-84.1463518,42.942805,-84.147237,70648.0,Shiawassee,Michigan,G2601550,42.942805,-84.147237,2011,72539,42.7833,-84.5833,24.681138509661533,True,6664.0,757.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2601570,26,157,43.4879024,-83.4366179,43.429727,-83.435718,55729.0,Tuscola,Michigan,G2601570,43.429727,-83.435718,2011,KMBS0,43.5329,-84.0796,33.05803913843735,True,6732.0,732.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G2601590,26,159,42.2821497,-86.3060762,42.260692,-86.00994,76258.0,Van Buren,Michigan,G2601590,42.260692,-86.00994,2011,KAZO0,42.2344,-85.5516,23.512557886403066,True,6257.0,853.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,True,True,True
G2601610,26,161,42.2523272,-83.8446336,42.256943,-83.727147,344791.0,Washtenaw,Michigan,G2601610,42.256943,-83.727147,2011,KARB0,42.223,-83.7456,2.5280610958152803,True,6562.0,738.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G2601630,26,163,42.2846636,-83.2619533,42.33261,-83.217933,1820584.0,Wayne,Michigan,G2601630,42.33261,-83.217933,2011,KDET0,42.4092,-83.0099,11.86473844634918,True,6210.0,993.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,True,True,True
G2601650,26,165,44.3313751,-85.5700462,44.307684,-85.485562,32735.0,Wexford,Michigan,G2601650,44.307684,-85.485562,2011,KTVC0,44.7416,-85.5824,30.357807971859017,True,7043.0,649.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700010,27,1,46.6024464,-93.41976,46.570765,-93.524368,16202.0,Aitkin,Minnesota,G2700010,46.570765,-93.524368,2011,KBRD0,46.4017,-94.1356,31.33645899335336,True,8409.0,553.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700030,27,3,45.2741098,-93.2427232,45.195145,-93.270245,330844.0,Anoka,Minnesota,G2700030,45.195145,-93.270245,2011,KMIC0,45.062,-93.3539,10.06273685004321,True,7473.0,901.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,False,False,False
G2700050,27,5,46.9376289,-95.7417568,46.849159,-95.776251,32504.0,Becker,Minnesota,G2700050,46.849159,-95.776251,2011,72753,46.9333,-96.8167,49.46966743271014,True,8610.0,693.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700070,27,7,47.8795077,-95.00505,47.591009,-94.863032,44442.0,Beltrami,Minnesota,G2700070,47.591009,-94.863032,2011,KBDE0,48.7284,-94.6122,79.43174746575211,True,9353.0,324.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,True,True,True
G2700090,27,9,45.7012247,-94.0014387,45.633538,-94.102484,38451.0,Benton,Minnesota,G2700090,45.633538,-94.102484,2011,KBRD0,46.4017,-94.1356,53.09862734753123,True,8409,553,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700110,27,11,45.4199252,-96.4022263,45.400021,-96.443222,5269.0,Big Stone,Minnesota,G2700110,45.400021,-96.443222,2011,72753,46.9333,-96.8167,107.43577246819618,True,8610,693,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700130,27,13,44.0337104,-94.0640122,44.129816,-93.998839,64013.0,Blue Earth,Minnesota,G2700130,44.129816,-93.998839,2011,KMIC0,45.062,-93.3539,71.79902324091533,True,7473,901,Good,Good,Good,Good,Suspicious,Good,Good,Good,False,False,False
G2700150,27,15,44.2465415,-94.7336472,44.284244,-94.599226,25893.0,Brown,Minnesota,G2700150,44.284244,-94.599226,2011,KMIC0,45.062,-93.3539,81.43365167427044,True,7473,901,Good,Good,Good,Good,Suspicious,Good,Good,Good,False,False,False
G2700170,27,17,46.6038184,-92.6710435,46.642726,-92.536239,35386.0,Carlton,Minnesota,G2700170,46.642726,-92.536239,2011,KASX0,46.5485,-90.919,77.05577663987408,True,8483,359,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700190,27,19,44.8213196,-93.8000913,44.83804,-93.679956,91042.0,Carver,Minnesota,G2700190,44.83804,-93.679956,2011,KMIC0,45.062,-93.3539,22.218276438322217,True,7473,901,Good,Good,Good,Good,Suspicious,Good,Good,Good,False,False,False
G2700210,27,21,46.9517447,-94.3337048,46.814565,-94.415763,28567.0,Cass,Minnesota,G2700210,46.814565,-94.415763,2011,KBRD0,46.4017,-94.1356,31.47353893611311,True,8409,553,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700230,27,23,45.0286254,-95.5641082,44.960561,-95.620749,12441.0,Chippewa,Minnesota,G2700230,44.960561,-95.620749,2011,72651,43.5833,-96.75,110.34446621643362,True,7642,822,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700250,27,25,45.5054439,-92.9038486,45.453007,-92.924051,53887.0,Chisago,Minnesota,G2700250,45.453007,-92.924051,2011,KMIC0,45.062,-93.3539,34.160297656924484,True,7473,901,Good,Good,Good,Good,Suspicious,Good,Good,Good,False,False,False
G2700270,27,27,46.8983772,-96.4949007,46.857998,-96.672421,58999.0,Clay,Minnesota,G2700270,46.857998,-96.672421,2011,72753,46.9333,-96.8167,8.571575325216509,True,8610,693,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700290,27,29,47.5758729,-95.371117,47.561894,-95.388249,8695.0,Clearwater,Minnesota,G2700290,47.561894,-95.388249,2011,72753,46.9333,-96.8167,79.84197549585599,True,8610,693,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700310,27,31,47.5385711,-90.2901903,47.783499,-90.337909,5176.0,Cook,Minnesota,G2700310,47.783499,-90.337909,2011,KASX0,46.5485,-90.919,89.58913543420746,True,8483,359,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700330,27,33,44.0107107,-95.1831303,43.94151,-95.119501,11687.0,Cottonwood,Minnesota,G2700330,43.94151,-95.119501,2011,KSPW0,43.1655,-95.2028,53.77908527098327,True,7589,865,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700350,27,35,46.4916527,-94.0707183,46.430372,-94.158899,62500.0,Crow Wing,Minnesota,G2700350,46.430372,-94.158899,2011,KBRD0,46.4017,-94.1356,2.2707370980892825,True,8409,553,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700370,27,37,44.6708929,-93.0624811,44.765954,-93.151767,398552.0,Dakota,Minnesota,G2700370,44.765954,-93.151767,2011,KMIC0,45.062,-93.3539,22.720380545809462,True,7473,901,Good,Good,Good,Good,Suspicious,Good,Good,Good,False,False,False
G2700390,27,39,44.0207056,-92.869353,44.02998,-92.808798,20087.0,Dodge,Minnesota,G2700390,44.02998,-92.808798,2011,72644,43.9,-92.5,17.790007533638917,True,7561,706,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700410,27,41,45.9368293,-95.462156,45.909027,-95.39199,36009.0,Douglas,Minnesota,G2700410,45.909027,-95.39199,2011,KBRD0,46.4017,-94.1356,69.09768962768688,True,8409,553,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700430,27,43,43.6765219,-93.9472338,43.680245,-93.957933,14553.0,Faribault,Minnesota,G2700430,43.680245,-93.957933,2011,KMCW0,43.1578,-93.3313,47.87455389850281,True,7544,783,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700450,27,45,43.6791876,-92.0939452,43.692687,-92.082719,20866.0,Fillmore,Minnesota,G2700450,43.692687,-92.082719,2011,72644,43.9,-92.5,25.26366179912478,True,7561,706,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700470,27,47,43.6742019,-93.3502887,43.662563,-93.361794,31255.0,Freeborn,Minnesota,G2700470,43.662563,-93.361794,2011,KMCW0,43.1578,-93.3313,34.909312095076125,True,7544,783,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700490,27,49,44.4061779,-92.7160003,44.449072,-92.667524,46183.0,Goodhue,Minnesota,G2700490,44.449072,-92.667524,2011,72644,43.9,-92.5,38.834864647156344,True,7561,706,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700510,27,51,45.9307426,-96.0106987,45.943212,-95.936611,6018.0,Grant,Minnesota,G2700510,45.943212,-95.936611,2011,72753,46.9333,-96.8167,80.2218850459786,True,8610,693,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700530,27,53,45.0061221,-93.4752245,44.974633,-93.36119,1152425.0,Hennepin,Minnesota,G2700530,44.974633,-93.36119,2011,KMIC0,45.062,-93.3539,6.046965857371885,True,7473,901,Good,Good,Good,Good,Suspicious,Good,Good,Good,False,False,False
G2700550,27,55,43.6669899,-91.5015556,43.718927,-91.440063,19027.0,Houston,Minnesota,G2700550,43.718927,-91.440063,2011,72644,43.9,-92.5,54.30963776063128,True,7561,706,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700570,27,57,47.0955506,-94.9132898,47.057887,-94.934153,20428.0,Hubbard,Minnesota,G2700570,47.057887,-94.934153,2011,KBRD0,46.4017,-94.1356,59.04011382386537,True,8409,553,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700590,27,59,45.5624313,-93.2963388,45.544297,-93.261468,37816.0,Isanti,Minnesota,G2700590,45.544297,-93.261468,2011,KMIC0,45.062,-93.3539,33.624873805354866,True,7473,901,Good,Good,Good,Good,Suspicious,Good,Good,Good,False,False,False
G2700610,27,61,47.4908166,-93.6111022,47.315978,-93.520532,45058.0,Itasca,Minnesota,G2700610,47.315978,-93.520532,2011,KBRD0,46.4017,-94.1356,69.53328025757567,True,8409,553,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700630,27,63,43.671111,-95.1497314,43.665988,-95.112558,10266.0,Jackson,Minnesota,G2700630,43.665988,-95.112558,2011,KSPW0,43.1655,-95.2028,34.87569626835076,True,7589,865,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700650,27,65,45.9477598,-93.2977883,45.886315,-93.299412,16239.0,Kanabec,Minnesota,G2700650,45.886315,-93.299412,2011,KBRD0,46.4017,-94.1356,53.57547255502334,True,8409,553,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700670,27,67,45.1527137,-95.0049812,45.15505,-95.016796,42239.0,Kandiyohi,Minnesota,G2700670,45.15505,-95.016796,2011,KMIC0,45.062,-93.3539,81.3419951928651,True,7473,901,Good,Good,Good,Good,Suspicious,Good,Good,Good,False,False,False
G2700690,27,69,48.7760403,-96.7803493,48.729536,-96.781108,4552.0,Kittson,Minnesota,G2700690,48.729536,-96.781108,2011,KBDE0,48.7284,-94.6122,98.84564547226451,True,9353,324,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,True,True,True
G2700710,27,71,48.2454895,-93.7828417,48.509405,-93.485728,13311.0,Koochiching,Minnesota,G2700710,48.509405,-93.485728,2011,KBDE0,48.7284,-94.6122,53.62991760403198,True,9353,324,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,True,True,True
G2700730,27,73,44.999855,-96.1768363,44.982243,-96.133339,7259.0,Lac qui Parle,Minnesota,G2700730,44.982243,-96.133339,2011,72651,43.5833,-96.75,101.35538693616473,True,7642,822,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700750,27,75,47.5171114,-91.4117038,47.180205,-91.55743,10866.0,Lake,Minnesota,G2700750,47.180205,-91.55743,2011,KASX0,46.5485,-90.919,53.05289209276433,True,8483,359,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G2700770,27,77,48.7681003,-94.9046335,48.765863,-94.745194,4045.0,Lake of the Woods,Minnesota,G2700770,48.765863,-94.745194,2011,KBDE0,48.7284,-94.6122,6.5888057088406065,True,9353,324,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,True,True,True
G2700790,27,79,44.3733973,-93.7301797,44.39373,-93.717527,27703.0,Le Sueur,Minnesota,G2700790,44.39373,-93.717527,2011,KMIC0,45.062,-93.3539,49.502928869956456,True,7473,901,Good,Good,Good,Good,Suspicious,Good,Good,Good,False,False,False
