zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,Distance [km],Distamce [mi],Location,zip0,weather_station_wmo_2022,hdd_base65F_2022,cdd_base65F_2022,distance_location_station_miles_2022,EPW_file_name_2022
39111,31.89316,-89.71877,Magee,MS,Mississippi,TRUE,,9679,26.8,28127,Simpson,"{""28127"": ""94.45"", ""28129"": ""5.55""}",Simpson|Smith,28127|28129,FALSE,FALSE,America/Chicago,57.11772932,35.47685051,Laurel / Pendorff,39111,KLUL0,2114,2281,35.49170724,KLUL0_2022.epw
79781,30.59596,-101.77778,Sheffield,TX,Texas,TRUE,,266,0.2,48371,Pecos,"{""48371"": ""85.48"", ""48105"": ""2.64"", ""48443"": ""11.88""}",Pecos|Crockett|Terrell,48371|48105|48443,FALSE,FALSE,America/Chicago,57.11654081,35.47611231,Ozona,79781,KOZA0,2611,2928,35.49096873,KOZA0_2022.epw
28721,35.64801,-82.9511,Clyde,NC,North Carolina,TRUE,,10152,35.6,37087,Haywood,"{""37087"": ""100""}",Haywood,37087,FALSE,FALSE,America/New_York,43.60095454,27.08133822,Jackson County Airport,28721,KGKT0,3798,1422,35.48338566,KGKT0_2022.epw
68720,42.34562,-98.01261,Brunswick,NE,Nebraska,TRUE,,282,1.6,31003,Antelope,"{""31003"": ""100""}",Antelope,31003,FALSE,FALSE,America/Chicago,57.0806316,35.45380845,O'neill / Douthit Trailer Court,68720,KONL0,7017,1015,35.46865553,KONL0_2022.epw
79851,31.28841,-105.31975,Sierra Blanca,TX,Texas,TRUE,,1428,0.8,48229,Hudspeth,"{""48229"": ""100""}",Hudspeth,48229,FALSE,FALSE,America/Denver,57.07450046,35.45000029,Van Horn,79851,KVHN0,2785,2429,35.46484577,KVHN0_2022.epw
93205,35.52026,-118.42508,Bodfish,CA,California,TRUE,,1384,9.3,6029,Kern,"{""06029"": ""100""}",Kern,6029,FALSE,FALSE,America/Los_Angeles,42.85810438,26.61994061,Tehachapi Municipal Airport,93205,KMHV0,2772,2585,35.45573244,KMHV0_2022.epw
59019,45.65095,-109.2457,Columbus,MT,Montana,TRUE,,4544,5.2,30095,Stillwater,"{""30095"": ""99.77"", ""30009"": ""0.23""}",Stillwater|Carbon,30095|30009,FALSE,FALSE,America/Denver,38.15206104,23.69693232,Laurel Municipal Airport,59019,72677,7278,865,35.45220118,72677_2022.epw
69335,42.08291,-102.11388,Bingham,NE,Nebraska,TRUE,,40,0.1,31161,Sheridan,"{""31161"": ""100""}",Sheridan,31161,FALSE,FALSE,America/Denver,57.04537403,35.43190934,Alliance / Meadows Trailer Court,69335,KAIA0,7480,843,35.44674725,KAIA0_2022.epw
39189,32.605,-89.3989,Walnut Grove,MS,Mississippi,TRUE,,3821,18.7,28079,Leake,"{""28079"": ""92"", ""28123"": ""8""}",Leake|Scott,28079|28123,FALSE,FALSE,America/Chicago,57.04230291,35.43000181,Meridian / Bluff Springs,39189,KNJW0,2455,2079,35.44483892,KNJW0_2022.epw
83602,44.07219,-116.11461,Banks,ID,Idaho,TRUE,,7,0.1,16015,Boise,"{""16015"": ""100""}",Boise,16015,FALSE,FALSE,America/Boise,57.00882654,35.40920903,Boise Air Terminal,83602,72681,5955,1399,35.42403744,72681_2022.epw
67105,37.23336,-97.67581,Milan,KS,Kansas,TRUE,,121,0.9,20191,Sumner,"{""20191"": ""100""}",Sumner,20191,FALSE,FALSE,America/Chicago,27.34577321,16.9849523,Wellington,67105,KWLD0,4373,2269,35.41301324,KWLD0_2022.epw
39194,32.83609,-90.48743,Yazoo City,MS,Mississippi,TRUE,,21750,18.6,28163,Yazoo,"{""28163"": ""99.37"", ""28053"": ""0.63""}",Yazoo|Humphreys,28163|28053,FALSE,FALSE,America/Chicago,56.98819009,35.39639136,Madison / Sandalwood,39194,KMBO0,2342,2175,35.4112144,KMBO0_2022.epw
83223,42.18399,-111.40858,Bloomington,ID,Idaho,TRUE,,98,20.7,16007,Bear Lake,"{""16007"": ""100""}",Bear Lake,16007,FALSE,FALSE,America/Boise,9.154891494,5.686268009,Bear Lake County Airport,83223,KLGU0,7642,787,35.40942017,KLGU0_2022.epw
12414,42.22399,-73.92037,Catskill,NY,New York,TRUE,,10203,66.1,36039,Greene,"{""36039"": ""100""}",Greene,36039,FALSE,FALSE,America/New_York,56.98063709,35.39170005,Barkerville,12414,74410,6817,431,35.40652113,74410_2022.epw
95589,40.05662,-123.97052,Whitethorn,CA,California,TRUE,,982,2,6023,Humboldt,"{""06023"": ""94.48"", ""06045"": ""5.52""}",Humboldt|Mendocino,06023|06045,FALSE,FALSE,America/Los_Angeles,56.97954122,35.39101939,Fortuna / Alton,95589,KFOT0,5048,16,35.40584018,KFOT0_2022.epw
52549,40.61376,-92.94649,Cincinnati,IA,Iowa,TRUE,,901,8,19007,Appanoose,"{""19007"": ""100""}",Appanoose,19007,FALSE,FALSE,America/Chicago,8.692311579,5.398951291,Centerville Municipal Airport,52549,KCNC0,6626,1110,35.40005218,KCNC0_2022.epw
85533,33.32098,-109.38563,Clifton,AZ,Arizona,TRUE,,3527,1.2,4011,Greenlee,"{""04011"": ""99.69"", ""04009"": ""0.31""}",Greenlee|Graham,04011|04009,FALSE,FALSE,America/Phoenix,56.96087594,35.37942605,Safford / Solomon,85533,KSAD0,2532,2753,35.39424198,KSAD0_2022.epw
83449,43.28223,-111.40768,Swan Valley,ID,Idaho,TRUE,,183,0.2,16019,Bonneville,"{""16019"": ""100""}",Bonneville,16019,FALSE,FALSE,America/Boise,31.52088237,19.57818781,Alpine,83449,KDIJ0,9502,221,35.39062591,KDIJ0_2022.epw
63560,40.35816,-93.11879,Pollock,MO,Missouri,TRUE,,172,1.6,29211,Sullivan,"{""29211"": ""95.82"", ""29171"": ""4.18""}",Sullivan|Putnam,29211|29171,FALSE,FALSE,America/Chicago,40.63035556,25.23624569,Centerville Municipal Airport,63560,KIRK0,6141,1112,35.36877024,KIRK0_2022.epw
58721,48.80587,-102.28087,Bowbells,ND,North Dakota,TRUE,,544,0.9,38013,Burke,"{""38013"": ""97.16"", ""38101"": ""2.84""}",Burke|Ward,38013|38101,FALSE,FALSE,America/Chicago,56.91612271,35.35162901,Stanley,58721,K08D0,10099,334,35.36643331,K08D0_2022.epw
12870,43.84235,-73.75409,Schroon Lake,NY,New York,TRUE,,1576,5.7,36031,Essex,"{""36031"": ""97.95"", ""36113"": ""2.05""}",Essex|Warren,36031|36113,FALSE,FALSE,America/New_York,55.05102558,34.19318359,Middlebury State Airport,12870,72522,6968,503,35.36624318,72522_2022.epw
64645,40.29742,-93.32736,Harris,MO,Missouri,TRUE,,131,1.1,29211,Sullivan,"{""29211"": ""70.26"", ""29129"": ""29.74""}",Sullivan|Mercer,29211|29129,FALSE,FALSE,America/Chicago,33.44895447,20.77574812,Spickard,64645,KCDJ0,5443,1525,35.36251993,KCDJ0_2022.epw
99143,46.73947,-117.85625,Lacrosse,WA,Washington,TRUE,,739,0.9,53075,Whitman,"{""53075"": ""100""}",Whitman,53075,FALSE,FALSE,America/Los_Angeles,56.89711569,35.33982341,Pullman / Sunshine,99143,KPUW0,6886,440,35.35462276,KPUW0_2022.epw
51451,42.18453,-94.69468,Lanesboro,IA,Iowa,TRUE,,124,130.3,19027,Carroll,"{""19027"": ""100""}",Carroll,19027,FALSE,FALSE,America/Chicago,16.64938774,10.34123462,Carroll,51451,KADU0,7083,948,35.34127614,KADU0_2022.epw
97637,42.52584,-119.91401,Plush,OR,Oregon,TRUE,,99,0.2,41037,Lake,"{""41037"": ""100""}",Lake,41037,FALSE,FALSE,America/Los_Angeles,56.87098512,35.32359324,Lakeview Lake Co Airport / Five Corners,97637,KLKV0,7606,445,35.33838579,KLKV0_2022.epw
59824,47.42325,-114.20355,Charlo,MT,Montana,TRUE,,1509,6.5,30047,Lake,"{""30047"": ""100""}",Lake,30047,FALSE,FALSE,America/Denver,56.86708441,35.32117044,Missoula International Airport,59824,72773,7638,615,35.33596198,72773_2022.epw
57450,45.22527,-99.83955,Hoven,SD,South Dakota,TRUE,,574,1.1,46107,Potter,"{""46107"": ""82.89"", ""46129"": ""17.11""}",Potter|Walworth,46107|46129,FALSE,FALSE,America/Chicago,56.8616123,35.31777161,Mobridge,57450,KMBG0,8017,946,35.33256173,KMBG0_2022.epw
85650,31.50007,-110.20214,Sierra Vista,AZ,Arizona,TRUE,,15747,145.6,4003,Cochise,"{""04003"": ""100""}",Cochise,4003,FALSE,FALSE,America/Phoenix,24.41569197,15.16502607,Pioneer Airfield,85650,KDUG0,2531,2169,35.32661025,KDUG0_2022.epw
69038,40.60865,-100.73986,Maywood,NE,Nebraska,TRUE,,558,1.2,31063,Frontier,"{""31063"": ""87.08"", ""31085"": ""12.92""}",Frontier|Hayes,31063|31085,FALSE,FALSE,America/Chicago,56.82660034,35.29602506,North Platte Regional Airport,69038,72562,6531,1318,35.31080606,72562_2022.epw
57551,43.17891,-101.6976,Martin,SD,South Dakota,TRUE,,2308,1.2,46007,Bennett,"{""46007"": ""100""}",Bennett,46007,FALSE,FALSE,America/Denver,56.8235152,35.29410882,Gordon / Clark Trailer Court,57551,KGRN0,7519,866,35.30888902,KGRN0_2022.epw
38575,36.55959,-85.63682,Moss,TN,Tennessee,TRUE,,1054,9.8,47027,Clay,"{""47027"": ""100""}",Clay,47027,FALSE,FALSE,America/Chicago,33.39869952,20.74453386,Livingston Municipal Airport,38575,KSRB0,4097,1313,35.3000223,KSRB0_2022.epw
13312,43.7074,-75.20768,Brantingham,NY,New York,TRUE,,391,2.4,36049,Lewis,"{""36049"": ""100""}",Lewis,36049,FALSE,FALSE,America/New_York,56.79833228,35.27846725,Fort Drum / Wheeler-Sack U. S. Army Airfield,13312,74370,7194,528,35.29324091,74370_2022.epw
99171,47.10444,-117.65624,Saint John,WA,Washington,TRUE,,1068,1.6,53075,Whitman,"{""53075"": ""100""}",Whitman,53075,FALSE,FALSE,America/Los_Angeles,56.78281091,35.26882665,Spokane / Fairchild Air Force Base,99171,KSKA0,7252,627,35.28359627,KSKA0_2022.epw
93664,37.0953,-119.21105,Shaver Lake,CA,California,TRUE,,408,0.8,6019,Fresno,"{""06019"": ""100""}",Fresno,6019,FALSE,FALSE,America/Los_Angeles,56.77277307,35.26259197,Fresno Air Terminal,93664,72389,2164,2816,35.27735897,72389_2022.epw
28701,35.70239,-82.64105,Alexander,NC,North Carolina,TRUE,,3224,69.9,37021,Buncombe,"{""37021"": ""100""}",Buncombe,37021,FALSE,FALSE,America/New_York,56.75860448,35.2537916,Greeneville / Bradburn Hill,28701,KGCY0,3760,1221,35.26855492,KGCY0_2022.epw
79051,36.47743,-102.26,Kerrick,TX,Texas,TRUE,,0,0,48111,Dallam,"{""48111"": ""100""}",Dallam,48111,FALSE,FALSE,America/Chicago,56.7585024,35.2537282,Dalhart / Rehm,79051,74736,4825,1651,35.26849149,74736_2022.epw
54138,45.32936,-88.42985,Lakewood,WI,Wisconsin,TRUE,,780,4.1,55083,Oconto,"{""55083"": ""100""}",Oconto,55083,FALSE,FALSE,America/Chicago,56.75313004,35.25039133,Antigo,54138,KAIG0,9220,208,35.26515322,KAIG0_2022.epw
81212,38.53864,-105.38622,Canon City,CO,Colorado,TRUE,,30743,19.2,8043,Fremont,"{""08043"": ""100""}",Fremont,8043,FALSE,FALSE,America/Denver,27.22569228,16.91036787,Fremont County Airport,81212,72468,6011,767,35.25341082,72468_2022.epw
57577,43.5417,-101.67957,Wanblee,SD,South Dakota,TRUE,,1635,2.7,46071,Jackson,"{""46071"": ""99.34"", ""46007"": ""0.66""}",Jackson|Bennett,46071|46007,FALSE,FALSE,America/Denver,56.73353963,35.23822337,Philip,57577,KPHP0,7508,1029,35.25298017,KPHP0_2022.epw
79731,31.41808,-102.48336,Crane,TX,Texas,TRUE,,4792,5.6,48103,Crane,"{""48103"": ""99.95"", ""48461"": ""0.05""}",Crane|Upton,48103|48461,FALSE,FALSE,America/Chicago,56.70317257,35.21936185,Odessa,79731,KODO0,2633,3064,35.23411075,KODO0_2022.epw
26291,38.39467,-80.15438,Slatyfork,WV,West Virginia,TRUE,,158,1,54075,Pocahontas,"{""54075"": ""100""}",Pocahontas,54075,FALSE,FALSE,America/New_York,54.14032131,33.62752877,Sutton / McNutt,26291,KHSP0,6430,352,35.22873637,KHSP0_2022.epw
72048,34.23175,-91.12362,Ethel,AR,Arkansas,TRUE,,113,0.5,5001,Arkansas,"{""05001"": ""100""}",Arkansas,5001,FALSE,FALSE,America/Chicago,56.68324019,35.20698149,Clarksdale / Clover Hill,72048,KCKM0,2900,2262,35.22172521,KCKM0_2022.epw
95556,41.30078,-123.58461,Orleans,CA,California,TRUE,,627,1.8,6023,Humboldt,"{""06023"": ""100""}",Humboldt,6023,FALSE,FALSE,America/Los_Angeles,56.68187522,35.20613368,Arcata / Clam Beach,95556,KACV0,5078,0,35.22087704,KACV0_2022.epw
89061,36.08762,-115.89658,Pahrump,NV,Nevada,TRUE,,5828,30.9,32023,Nye,"{""32023"": ""99.03"", ""06027"": ""0.97""}",Nye|Inyo,32023|06027,FALSE,FALSE,America/Los_Angeles,56.68182705,35.20610376,McCarran International Airport,89061,72386,1963,4012,35.22084711,72386_2022.epw
99129,48.00522,-118.1927,Fruitland,WA,Washington,TRUE,,806,2,53065,Stevens,"{""53065"": ""100""}",Stevens,53065,FALSE,FALSE,America/Los_Angeles,56.67955724,35.20469394,Deer Park,99129,KDEW0,7399,443,35.2194367,KDEW0_2022.epw
82219,42.49875,-104.51339,Jay Em,WY,Wyoming,TRUE,,8,0,56015,Goshen,"{""56015"": ""100""}",Goshen,56015,FALSE,FALSE,America/Denver,31.90879512,19.8191274,Camp Guernsey,82219,KTOR0,6835,974,35.21654631,KTOR0_2022.epw
57621,45.7492,-101.07488,Bullhead,SD,South Dakota,TRUE,,370,1.5,46031,Corson,"{""46031"": ""100""}",Corson,46031,FALSE,FALSE,America/Denver,56.65626976,35.19022966,Mobridge,57621,KMBG0,8017,946,35.20496636,KMBG0_2022.epw
99903,55.82123,-132.05943,Meyers Chuck,AK,Alaska,TRUE,,0,0,2275,Wrangell,"{""02275"": ""100""}",Wrangell,2275,FALSE,FALSE,America/Sitka,56.65232452,35.1877792,Ketchikan International Airport,99903,70395,6879,17,35.20251488,70395_2022.epw
88418,36.72511,-103.68341,Des Moines,NM,New Mexico,TRUE,,213,0.2,35059,Union,"{""35059"": ""100""}",Union,35059,FALSE,FALSE,America/Denver,56.60301732,35.15715361,Clayton Municipal Airpark,88418,72360,5020,1226,35.17187646,72360_2022.epw
72520,36.39093,-91.72023,Camp,AR,Arkansas,TRUE,,186,2.8,5049,Fulton,"{""05049"": ""100""}",Fulton,5049,FALSE,FALSE,America/Chicago,39.79498464,24.71738176,"West Plains, Mo",72520,KUNO0,4320,1612,35.16792438,KUNO0_2022.epw
78151,28.86506,-97.70391,Runge,TX,Texas,TRUE,,1538,5.7,48255,Karnes,"{""48255"": ""100""}",Karnes,48255,FALSE,FALSE,America/Chicago,16.36625608,10.16537645,Kenedy Regional Airport,78151,KBEA0,1462,3245,35.16442008,KBEA0_2022.epw
18430,41.74811,-75.47403,Herrick Center,PA,Pennsylvania,TRUE,,6,1.3,42115,Susquehanna,"{""42115"": ""100""}",Susquehanna,42115,FALSE,FALSE,America/New_York,56.58955292,35.14879063,Monticello / Kauneonga Lake,18430,KMSV0,6797,462,35.16350998,KMSV0_2022.epw
92280,34.12557,-114.77794,Vidal,CA,California,TRUE,,19,0,6071,San Bernardino,"{""06071"": ""100""}",San Bernardino,6071,FALSE,FALSE,America/Los_Angeles,56.58707912,35.14725411,Blythe / Mesa Verde,92280,KBLH0,1100,4993,35.16197282,KBLH0_2022.epw
97493,43.89788,-124.01746,Westlake,OR,Oregon,TRUE,,330,2.3,41039,Lane,"{""41039"": ""93.5"", ""41019"": ""6.5""}",Lane|Douglas,41039|41019,FALSE,FALSE,America/Los_Angeles,12.07217292,7.498244051,Florence Municipal Airport,97493,72691,4768,2,35.15794066,72691_2022.epw
59035,45.29237,-107.96723,Fort Smith,MT,Montana,TRUE,,182,0.9,30003,Big Horn,"{""30003"": ""100""}",Big Horn,30003,FALSE,FALSE,America/Denver,55.6586618,34.57059739,Big Horn County Airport,59035,KU680,8041,850,35.15466333,KU680_2022.epw
73735,36.28065,-98.05836,Drummond,OK,Oklahoma,TRUE,,694,7.6,40047,Garfield,"{""40047"": ""100""}",Garfield,40047,FALSE,FALSE,America/Chicago,26.33003851,16.35406118,Enid Woodring Regional Airport,73735,KJWG0,4118,2420,35.14883086,KJWG0_2022.epw
73720,36.20078,-97.87315,Bison,OK,Oklahoma,TRUE,,146,1,40047,Garfield,"{""40047"": ""100""}",Garfield,40047,FALSE,FALSE,America/Chicago,21.15847265,13.14190848,Enid Woodring Regional Airport,73720,KGOK0,3899,2379,35.14764195,KGOK0_2022.epw
57620,45.38241,-102.54875,Bison,SD,South Dakota,TRUE,,485,0.5,46105,Perkins,"{""46105"": ""100""}",Perkins,46105,FALSE,FALSE,America/Denver,56.56184679,35.13158186,Faith,57620,KD070,8181,876,35.146294,KD070_2022.epw
13324,43.32621,-74.95408,Cold Brook,NY,New York,TRUE,,2382,7.7,36043,Herkimer,"{""36043"": ""100""}",Herkimer,36043,FALSE,FALSE,America/New_York,39.9104644,24.78910832,Utica / Colemans Mills,13324,74480,6812,535,35.14309165,74480_2022.epw
82322,42.23771,-107.56103,Bairoil,WY,Wyoming,TRUE,,197,50.5,56037,Sweetwater,"{""56037"": ""100""}",Sweetwater,56037,FALSE,FALSE,America/Denver,56.55573603,35.12778635,Rawlins / Sinclair,82322,72669,8108,508,35.14249691,72669_2022.epw
66539,39.14559,-95.84829,Silver Lake,KS,Kansas,TRUE,,2787,26.1,20177,Shawnee,"{""20177"": ""100""}",Shawnee,20177,FALSE,FALSE,America/Chicago,28.40760532,17.64447535,Topeka (Forbes Field),66539,KLWC0,5239,1627,35.13802618,KLWC0_2022.epw
26288,38.4968,-80.3631,Webster Springs,WV,West Virginia,TRUE,,3411,5.7,54101,Webster,"{""54101"": ""100""}",Webster,54101,FALSE,FALSE,America/New_York,32.84259009,20.39912428,Sutton / McNutt,26288,KW220,5031,875,35.1345266,KW220_2022.epw
79744,30.92196,-101.97036,Iraan,TX,Texas,TRUE,,1320,1,48371,Pecos,"{""48371"": ""97.65"", ""48105"": ""2.35""}",Pecos|Crockett,48371|48105,FALSE,FALSE,America/Chicago,56.53729597,35.1163329,Big Lake,79744,KE410,2629,2840,35.13103866,KE410_2022.epw
97840,44.90644,-116.9271,Oxbow,OR,Oregon,TRUE,,115,0.4,41001,Baker,"{""41001"": ""100""}",Baker,41001,FALSE,FALSE,America/Boise,56.52169708,35.10664415,Joseph,97840,KJSY0,8218,346,35.12134585,KJSY0_2022.epw
12451,42.30526,-73.95016,Leeds,NY,New York,TRUE,,1536,50.2,36039,Greene,"{""36039"": ""100""}",Greene,36039,FALSE,FALSE,America/New_York,56.51993682,35.10555082,Barkerville,12451,74410,6817,431,35.12025206,74410_2022.epw
85344,34.07552,-114.22197,Parker,AZ,Arizona,TRUE,,10741,9.7,4012,La Paz,"{""04012"": ""100""}",La Paz,4012,FALSE,FALSE,America/Phoenix,56.51022162,35.09951653,Lake Havasu / Desert Hills,85344,KHII0,1010,5180,35.11421525,KHII0_2022.epw
26205,38.32663,-80.65023,Craigsville,WV,West Virginia,TRUE,,3606,53.8,54067,Nicholas,"{""54067"": ""100""}",Nicholas,54067,FALSE,FALSE,America/New_York,40.08276548,24.89612763,Sutton / McNutt,26205,KLWB0,5407,542,35.11386829,KLWB0_2022.epw
12465,42.1531,-74.46732,Pine Hill,NY,New York,TRUE,,199,26.6,36111,Ulster,"{""36111"": ""98.12"", ""36025"": ""1.88""}",Ulster|Delaware,36111|36025,FALSE,FALSE,America/New_York,56.49680247,35.09118166,Binghamton Regional Airport,12465,72515,7004,405,35.10587688,72515_2022.epw
83520,46.53944,-116.32337,Ahsahka,ID,Idaho,TRUE,,218,7.3,16035,Clearwater,"{""16035"": ""100""}",Clearwater,16035,FALSE,FALSE,America/Los_Angeles,56.48048215,35.08104481,Lewiston Nez Perce Co Airport,83520,72783,5375,1131,35.09573579,72783_2022.epw
66423,38.84864,-96.1365,Eskridge,KS,Kansas,TRUE,,973,2.4,20197,Wabaunsee,"{""20197"": ""100""}",Wabaunsee,20197,FALSE,FALSE,America/Chicago,43.29757054,26.89290096,Topeka (Forbes Field),66423,KMHK0,5271,1782,35.08954348,KMHK0_2022.epw
89027,36.81122,-114.12363,Mesquite,NV,Nevada,TRUE,,17904,234.4,32003,Clark,"{""32003"": ""100""}",Clark,32003,FALSE,FALSE,America/Los_Angeles,56.45870084,35.06751605,St George / Saint George,89027,KSGU0,3255,2916,35.08220137,KSGU0_2022.epw
69025,40.62265,-100.51307,Curtis,NE,Nebraska,TRUE,,1126,1.8,31063,Frontier,"{""31063"": ""96.8"", ""31111"": ""3.2""}",Frontier|Lincoln,31063|31111,FALSE,FALSE,America/Chicago,50.90176796,31.61600494,Cozad,69025,72562,6531,1318,35.06698915,72562_2022.epw
43942,39.86364,-80.84882,Powhatan Point,OH,Ohio,TRUE,,2767,51,39013,Belmont,"{""39013"": ""95.36"", ""39111"": ""4.64""}",Belmont|Monroe,39013|39111,FALSE,FALSE,America/New_York,38.2856108,23.77988248,Wheeling Ohio County Airport,43942,KAFJ0,5738,683,35.06637163,KAFJ0_2022.epw
88120,34.87865,-103.4542,Grady,NM,New Mexico,TRUE,,221,0.3,35009,Curry,"{""35009"": ""80.33"", ""35037"": ""19.67""}",Curry|Quay,35009|35037,FALSE,FALSE,America/Denver,27.14811556,16.86218358,Tucumcari,88120,KCVS0,4268,1690,35.06583651,KCVS0_2022.epw
73571,34.91824,-99.89567,Vinson,OK,Oklahoma,TRUE,,124,0.4,40057,Harmon,"{""40057"": ""100""}",Harmon,40057,FALSE,FALSE,America/Chicago,56.41800467,35.04223892,Altus / Welon,73571,KAXS0,3362,3016,35.05691365,KAXS0_2022.epw
4765,46.15346,-68.62626,Patten,ME,Maine,TRUE,,1070,0.7,23019,Penobscot,"{""23019"": ""98.34"", ""23003"": ""1.66""}",Penobscot|Aroostook,23019|23003,FALSE,FALSE,America/New_York,56.41400561,35.03975504,Millinocket / Little Italy,4765,KMLT0,7749,371,35.05442872,KMLT0_2022.epw
85362,34.27995,-112.83475,Yarnell,AZ,Arizona,TRUE,,700,3.7,4025,Yavapai,"{""04025"": ""100""}",Yavapai,4025,FALSE,FALSE,America/Phoenix,56.41001229,35.03727471,Prescott / Tutt,85362,KPRC0,4320,1074,35.05194736,KPRC0_2022.epw
59067,45.98262,-109.2388,Rapelje,MT,Montana,TRUE,,191,0.2,30095,Stillwater,"{""30095"": ""100""}",Stillwater,30095,FALSE,FALSE,America/Denver,48.19216388,29.93302104,Laurel Municipal Airport,59067,72677,7278,865,35.04790936,72677_2022.epw
59933,48.68096,-114.77149,Stryker,MT,Montana,TRUE,,79,3.8,30053,Lincoln,"{""30053"": ""100""}",Lincoln,30053,FALSE,FALSE,America/Denver,56.37590202,35.01608821,Glacier Park International  Airport,59933,72779,8359,292,35.03075199,72779_2022.epw
4863,44.07898,-68.84384,Vinalhaven,ME,Maine,TRUE,,1081,17.9,23013,Knox,"{""23013"": ""100""}",Knox,23013,FALSE,FALSE,America/New_York,20.50977907,12.73899321,Knox County Regional Airport,4863,KBHB0,6925,270,35.01159715,KBHB0_2022.epw
88028,32.93289,-108.63592,Cliff,NM,New Mexico,TRUE,,272,0.8,35017,Grant,"{""35017"": ""100""}",Grant,35017,FALSE,FALSE,America/Denver,56.33165348,34.98860464,Silver City / Grant,88028,72272,3762,1520,35.00325691,72272_2022.epw
12434,42.36051,-74.50076,Grand Gorge,NY,New York,TRUE,,754,21.1,36025,Delaware,"{""36025"": ""100""}",Delaware,36025,FALSE,FALSE,America/New_York,56.3152231,34.97839944,Binghamton Regional Airport,12434,72515,7004,405,34.99304744,72515_2022.epw
77964,29.37701,-96.84377,Hallettsville,TX,Texas,TRUE,,8304,5.5,48285,Lavaca,"{""48285"": ""99.31"", ""48089"": ""0.69""}",Lavaca|Colorado,48285|48089,FALSE,FALSE,America/Chicago,43.2390504,26.85655304,Robert R Wells Jr Airport,77964,KELA0,1576,3412,34.9827881,KELA0_2022.epw
81126,37.15556,-105.33459,Chama,CO,Colorado,TRUE,,194,3.8,8023,Costilla,"{""08023"": ""100""}",Costilla,8023,FALSE,FALSE,America/Denver,41.18387656,25.58004755,La Veta Pass,81126,72462,7977,132,34.98168257,72462_2022.epw
81045,38.47641,-103.16212,Haswell,CO,Colorado,TRUE,,60,0.1,8061,Kiowa,"{""08061"": ""100""}",Kiowa,8061,FALSE,FALSE,America/Denver,56.29415459,34.96531341,La Junta / La Junta Village,81045,72463,5466,1384,34.97995592,72463_2022.epw
58748,48.67955,-100.65168,Kramer,ND,North Dakota,TRUE,,137,0.4,38009,Bottineau,"{""38009"": ""95.95"", ""38049"": ""4.05""}",Bottineau|McHenry,38009|38049,FALSE,FALSE,America/Chicago,56.28101543,34.95715244,Rugby,58748,KRUG0,10542,448,34.97179154,KRUG0_2022.epw
97848,44.67557,-119.56605,Kimberly,OR,Oregon,TRUE,,230,0.5,41023,Grant,"{""41023"": ""97.95"", ""41069"": ""2.05""}",Grant|Wheeler,41023|41069,FALSE,FALSE,America/Los_Angeles,56.27337954,34.95240966,John Day,97848,KGCD0,6571,741,34.96704677,KGCD0_2022.epw
81633,40.33837,-108.42922,Dinosaur,CO,Colorado,TRUE,,0,0,8081,Moffat,"{""08081"": ""100""}",Moffat,8081,FALSE,FALSE,America/Denver,39.2690565,24.39071833,Rangely Airport,81633,KEEO0,8389,321,34.96562472,KEEO0_2022.epw
99349,46.73155,-119.70123,Mattawa,WA,Washington,TRUE,,9129,13.1,53025,Grant,"{""53025"": ""100""}",Grant,53025,FALSE,FALSE,America/Los_Angeles,19.89254424,12.35561754,Hanford,99349,KRLD0,5193,1316,34.96408325,KRLD0_2022.epw
57714,43.30254,-101.93317,Allen,SD,South Dakota,TRUE,,810,1.7,46007,Bennett,"{""46007"": ""100""}",Bennett,46007,FALSE,FALSE,America/Denver,56.26777769,34.94893024,Pine Ridge,57714,KIEN0,7445,1043,34.96356589,KIEN0_2022.epw
83217,42.77531,-111.93732,Bancroft,ID,Idaho,TRUE,,759,1,16029,Caribou,"{""16029"": ""100""}",Caribou,16029,FALSE,FALSE,America/Boise,32.28867541,20.05507789,Soda Springs,83217,72578,7609,782,34.96295466,72578_2022.epw
26151,38.88326,-81.17296,Mount Zion,WV,West Virginia,TRUE,,781,12.3,54013,Calhoun,"{""54013"": ""100""}",Calhoun,54013,FALSE,FALSE,America/New_York,50.13920349,31.14236242,Sutton / McNutt,26151,KPKB0,4963,914,34.95696085,KPKB0_2022.epw
82055,41.33767,-106.16839,Centennial,WY,Wyoming,TRUE,,257,0.9,56001,Albany,"{""56001"": ""100""}",Albany,56001,FALSE,FALSE,America/Denver,41.44128913,25.73993114,Laramie Regional Airport,82055,KSAA0,8510,287,34.9391014,KSAA0_2022.epw
42754,37.47598,-86.31461,Leitchfield,KY,Kentucky,TRUE,,16309,33.5,21085,Grayson,"{""21085"": ""93.16"", ""21027"": ""6.16"", ""21061"": ""0.68""}",Grayson|Breckinridge|Edmonson,21085|21027|21061,FALSE,FALSE,America/Chicago,41.52240233,25.79031201,Elizabethtown Addington Field Airport,42754,72424,4650,1202,34.93132243,72424_2022.epw
